campus,bldgno,bldgname,tstamp,Year,Month,Day,Hour,KW,KWS,CHWTON,HTmmBTU,Combined mmBTU,Combined Tons Carbon,KW#Houses,KWlightbulbs,KWgalsgas,CHWTON#Houses,CHWTONlightbulbs,CHWTONgalsgas,HTmmBTU#Houses,HTmmBTUlightbulbs,HTmmBTUgalsgas,Total#Houses,Totallightbulbs,Totalgalsgas,GHG,DOW,tstamp2
Tempe,, , ,2022,7,5, ,531746.1,66103.1,228095.65,92.51,3.34E+21,6.10504E+20,151927,37981879,14515,229194,57283943,21897,2.80E+23,6.99E+25,2.67E+22,2.80E+23,6.99E+25,3.20702E+20,252.841,3,2022-07-05T00:00:00.000
Tempe,, , ,2022,7,6, ,511020.97,77781.15,220451.88,92.86,6.97E+23,1.27E+23,146006,36501513,13949,221513,55364284,21163,5.83E+25,1.46E+28,5.57E+24,5.83E+25,1.46E+28,6.69E+22,235.234,4,2022-07-06T00:00:00.000
Tempe,, , ,2022,7,7, ,524108.53,77145.67,226152.7,91.16,4.04E+26,7.38E+25,149745,37436338,14307,227242,56795989,21711,3.38E+28,8.46E+30,3.23E+27,3.38E+28,8.46E+30,3.88E+25,242.702,5,2022-07-07T00:00:00.000
Tempe,, , ,2022,7,8, ,544570.58,77792.44,240256.17,91.68,1.65965E+19,3.03301E+18,155592,38897914,14865,241413,60337935,23065,1.39E+21,3.47E+23,1.32772E+20,1.39E+21,3.47E+23,1.59327E+18,253.459,6,2022-07-08T00:00:00.000
Tempe,, , ,2022,7,9, ,554317.23,76646.87,241038.95,84.87,4868.75,889.86,158376,39594103,15131,242200,60534521,23140,7107,1776236,679,407683,101904860,1981527,259.393,7,2022-07-09T00:00:00.000
Tempe,, , ,2022,7,10, ,557830.28,75681.73,266553.69,82.73,5184.78,947.62,159380,39845036,15227,267837,66942294,25589,6928,1731506,662,434145,108518836,2185981,261.798,1,2022-07-10T00:00:00.000
Tempe,, , ,2022,7,11, ,569763,73195.88,273996.73,79.52,5311.59,970.8,162789,40697373,15553,275316,68811538,26304,6659,1664244,636,444764,111173155,2246670,269.632,2,2022-07-11T00:00:00.000
Tempe,, , ,2022,7,12, ,544570.58,73528.65,284136.84,78.11,-1.38E+34,-2.52E+33,-1.15E+36,-2.88E+38,-1.10E+35,285505,71358125,27277,6541,1634748,625,-1.15E+36,-2.88E+38,-3.87E+35,-2.19E+33,3,2022-07-12T00:00:00.000
Tempe,, , ,2022,7,13, ,623726.45,72379.93,302809.82,81.81,5843.77,1068.06,178208,44551907,17026,304268,76047657,29070,6850,1712048,654,489325,122311612,2482355,299.38,4,2022-07-13T00:00:00.000
Tempe,, , ,2022,7,14, ,642300.8,66258.49,312580.15,82.47,6025.06,1101.2,183515,45878647,17533,314085,78501379,30008,6906,1726041,660,504506,126106067,2562301,312.78,5,2022-07-14T00:00:00.000
Tempe,, , ,2022,7,15, ,633027.3,69519.62,309263.27,86.11,5957.24,1088.8,180865,45216254,17280,310752,77668379,29689,7210,1802049,689,498827,124686682,2534876,305.996,6,2022-07-15T00:00:00.000
Tempe,, , ,2022,7,16, ,624357.5,74970.77,290542.2,84.3,5701.2,1042.01,178388,44596982,17043,291941,72966768,27892,7059,1764239,674,477388,119327989,2384275,298.326,7,2022-07-16T00:00:00.000
Tempe,, , ,2022,7,17, ,594570.95,74462.5,293261.63,86.16,5634.06,1029.73,169877,42469371,16230,294674,73649727,28153,7215,1803209,689,471766,117922307,2403171,282.429,1,2022-07-17T00:00:00.000
Tempe,, , ,2022,7,18, ,620779.9,76461.8,317791.95,89.81,6021.51,1100.54,177366,44341439,16945,319322,79810270,30508,7521,1879657,719,504208,126031366,2601930,295.577,2,2022-07-18T00:00:00.000
Tempe,, , ,2022,7,19, ,636349.57,74621.59,304237.59,86.72,5908.88,1079.96,181814,45453559,17370,305703,76406228,29207,7261,1814848,694,494778,123674635,2494989,305.014,3,2022-07-19T00:00:00.000
Tempe,, , ,2022,7,20, ,633471.6,72137.87,301739.05,86.54,5868.91,1072.66,180992,45247990,17292,303192,75778745,28967,7247,1811199,692,491430,122837933,2474725,304.799,4,2022-07-20T00:00:00.000
Tempe,, , ,2022,7,21, ,654088.15,69249.14,318538.9,86.94,6141.25,1122.43,186882,46720601,17855,320073,79997859,30580,7280,1819592,696,514235,128538053,2611102,317.571,5,2022-07-21T00:00:00.000
Tempe,, , ,2022,7,22, ,638826.27,67901.65,306909.83,86.72,5949.41,1087.37,182522,45630466,17438,308388,77077333,29463,7262,1815010,694,498171,124522810,2516605,310.006,6,2022-07-22T00:00:00.000
Tempe,, , ,2022,7,23, ,633541.57,67910.92,303785.28,88.77,5895.93,1077.6,181012,45252988,17294,305248,76292634,29163,7433,1857888,710,493693,123403509,2491102,307.141,7,2022-07-23T00:00:00.000
Tempe,, , ,2022,7,24, ,584094.15,52369.41,292679.4,93.29,5598.46,1023.22,166884,41721027,15944,294089,73503505,28097,7812,1952422,746,468784,117176953,2397508,288.725,1,2022-07-24T00:00:00.000
Tempe,, , ,2022,7,25, ,602377.9,68478.37,309808.77,91.29,5864.39,1071.83,172108,43027010,16443,311301,77805376,29742,7644,1910495,730,491052,122742880,2536298,289.92,2,2022-07-25T00:00:00.000
Tempe,, , ,2022,7,26, ,632004.15,62913.36,309500.77,93.6,5964.09,1090.05,180573,45143172,17252,310991,77728025,29712,7837,1958824,749,499401,124830021,2536678,309.028,3,2022-07-26T00:00:00.000
Tempe,, , ,2022,7,27, ,619929.62,53691.18,305812.1,89.39,5874.43,1073.66,177123,44280705,16922,307285,76801651,29358,7485,1870866,715,491893,122953222,2506009,307.479,4,2022-07-27T00:00:00.000
Tempe,, , ,2022,7,28, ,618926.6,29500.64,305112.55,95.65,5868.86,1072.65,176836,44209061,16895,306582,76625966,29291,8009,2001731,765,491427,122836757,2500317,320.063,5,2022-07-28T00:00:00.000
Tempe,, , ,2022,7,29, ,603274.25,65479.86,297975.17,90.93,5725.09,1046.37,172364,43091035,16468,299410,74833485,28606,7614,1903034,727,479388,119827555,2441716,292.022,6,2022-07-29T00:00:00.000
Tempe,, , ,2022,7,30, ,595183.95,70079.57,292388.02,90.99,5630.49,1029.08,170053,42513156,16247,293796,73430329,28069,7619,1904185,728,471467,117847670,2396242,285.128,7,2022-07-30T00:00:00.000
Tempe,, , ,2022,7,31, ,557530.58,72255.19,284056.12,93.92,5404.97,987.86,159294,39823628,15219,285424,71337855,27269,7865,1965663,751,452583,113127147,2325972,263.493,1,2022-07-31T00:00:00.000
Tempe,, , ,2022,8,1, ,600858.15,75823.09,310128.35,89.87,5861.62,1071.32,171674,42918456,16402,311622,77885634,29772,7525,1880847,719,490821,122684937,2538709,285.094,2,2022-08-01T00:00:00.000
Tempe,, , ,2022,8,2, ,624004.05,70063.24,306678.63,86.44,5895.78,1077.57,178287,44571736,17033,308155,77019270,29441,7238,1809134,692,493681,123400140,2513332,300.796,3,2022-08-02T00:00:00.000
Tempe,, , ,2022,8,3, ,576209.4,46973.53,281476.52,87.6,5431.42,992.7,164631,41157831,15729,282832,70690014,27022,7335,1833253,701,454798,113681098,2307128,287.38,4,2022-08-03T00:00:00.000
Tempe,, , ,2022,8,4, ,583460.28,60114.66,264810.93,89.25,5257.83,960.97,166703,41675751,15927,266086,66504618,25422,7473,1867764,714,440262,110048133,2174500,284.184,5,2022-08-04T00:00:00.000
Tempe,, , ,2022,8,5, ,581986.27,76254.5,256975.21,85.47,5154.99,942.18,166282,41570465,15886,258213,64536754,24670,7157,1788751,684,431651,107895969,2111673,274.61,6,2022-08-05T00:00:00.000
Tempe,, , ,2022,8,6, ,574358.2,74974.81,246524.51,83.54,5001.62,914.15,164102,41025602,15678,247712,61912165,23666,6995,1748278,668,418809,104686045,2027335,271.166,7,2022-08-06T00:00:00.000
Tempe,, , ,2022,8,7, ,541310.67,66408.74,245803.33,85.32,4881.99,892.28,154660,38665064,14776,246987,61731049,23597,7144,1785656,683,408792,102181769,2018393,257.877,1,2022-08-07T00:00:00.000
Tempe,, , ,2022,8,8, ,575784.4,71012.32,267794.91,84.59,5262.79,961.88,164510,41127474,15717,269084,67254015,25708,7083,1770309,677,440677,110151798,2197635,274.093,2,2022-08-08T00:00:00.000
Tempe,, , ,2022,8,9, ,586980.18,52667.7,275374.2,93.67,5401.02,987.14,167709,41927172,16023,276700,69157477,26436,7843,1960352,749,452252,113045002,2259344,290.134,3,2022-08-09T00:00:00.000
Tempe,, , ,2022,8,10, ,600530.77,71079.77,297939.25,85.24,5709.61,1043.54,171580,42895073,16393,299374,74824463,28602,7138,1783959,682,478092,119503495,2441164,287.49,4,2022-08-10T00:00:00.000
Tempe,, , ,2022,8,11, ,595280.4,71568.73,293260.56,83.97,5634.28,1029.77,170080,42520046,16249,294673,73649456,28153,7031,1757399,672,471784,117926901,2403231,284.385,5,2022-08-11T00:00:00.000
Tempe,, , ,2022,8,12, ,616026.55,52392.45,299775.63,90.08,5789.36,1058.12,176008,44001914,16816,301219,75285652,28778,7543,1885326,721,484770,121172892,2457343,306.056,6,2022-08-12T00:00:00.000
Tempe,, , ,2022,8,13, ,595717.33,70970.81,277547.51,91.4,5454.65,996.94,170205,42551255,16261,278884,69703282,26645,7654,1912930,731,456743,114167467,2277569,284.943,7,2022-08-13T00:00:00.000
Tempe,, , ,2022,8,14, ,576220.98,48982.24,290902.42,93.46,5550.44,1014.45,164635,41158658,15729,292303,73057235,27927,7826,1956046,748,464764,116171938,2382537,286.295,1,2022-08-14T00:00:00.000
Tempe,, , ,2022,8,15, ,596632.57,73636.56,305313.5,94.8,5794.36,1059.03,170466,42616630,16286,306784,76676432,29310,7938,1984042,758,485188,121277104,2499785,283.979,2,2022-08-15T00:00:00.000
Tempe,, , ,2022,8,16, ,626762.32,59539.12,311851.05,93.74,5974.55,1091.96,179075,44768755,17109,313353,78318273,29938,7849,1961788,750,500277,125048816,2554977,307.993,3,2022-08-16T00:00:00.000
Tempe,, , ,2022,8,17, ,618949.85,58234.98,312854.95,93.85,5960.05,1089.31,176843,44210721,16895,314361,78570392,30034,7858,1964073,751,499062,124745187,2562258,304.473,4,2022-08-17T00:00:00.000
Tempe,, , ,2022,8,18, ,659547.65,71589.38,331372.58,96.85,6323.79,1155.79,188442,47110565,18004,332968,83220908,31812,8110,2026938,775,529520,132358411,2714297,319.256,5,2022-08-18T00:00:00.000
Tempe,, , ,2022,8,19, ,656547.02,55532.62,325516.8,99.06,6245.5,1141.48,187585,46896235,17922,327084,81750289,31250,8295,2073246,793,522964,130719770,2667163,326.341,6,2022-08-19T00:00:00.000
Tempe,, , ,2022,8,20, ,644164.15,64603.05,310398.88,97.75,6020.51,1100.37,184047,46011743,17584,311893,77953575,29798,8185,2045701,782,504125,126011019,2545031,314.717,7,2022-08-20T00:00:00.000
Tempe,, , ,2022,8,21, ,586169.05,66580.05,286303.25,101.85,5537.58,1012.1,167477,41869235,16001,287682,71902198,27485,8528,2131497,815,463687,115902930,2346699,282.137,1,2022-08-21T00:00:00.000
Tempe,, , ,2022,8,22, ,628125.33,72116.27,311264.83,100.77,5979.2,1092.81,179464,44866113,17146,312764,78171049,29881,8438,2108982,806,500666,125146144,2550419,301.919,2,2022-08-22T00:00:00.000
Tempe,, , ,2022,8,23, ,665388.72,66037.01,324080.15,96.39,6255.75,1143.36,190111,47527785,18163,325641,81389489,31112,8071,2017334,771,523823,130934608,2656518,325.455,3,2022-08-23T00:00:00.000
Tempe,, , ,2022,8,24, ,646482.95,70882.21,302758.13,97.14,5936.13,1084.94,184709,46177372,17647,304216,76034676,29065,8134,2032975,777,497059,124245023,2484128,312.546,4,2022-08-24T00:00:00.000
Tempe,, , ,2022,8,25, ,668237.33,66588.63,328008.55,95.58,6311.8,1153.6,190925,47731257,18241,329588,82376067,31489,8003,2000233,765,528516,132107557,2688219,326.687,5,2022-08-25T00:00:00.000
Tempe,, , ,2022,8,26, ,676643.82,67981.28,333397.13,94.1,6403.67,1170.39,193327,48331721,18470,335002,83729354,32006,7880,1969431,753,536209,134030506,2732134,330.494,6,2022-08-26T00:00:00.000
Tempe,, , ,2022,8,27, ,641223.72,66724.4,304825.23,96.01,5941.86,1085.99,183207,45801713,17503,306293,76553807,29263,8039,2009314,768,497539,124364834,2500159,311.969,7,2022-08-27T00:00:00.000
Tempe,, , ,2022,8,28, ,612123.08,70194.83,306258.97,97.03,5860.79,1071.17,174892,43723094,16709,307734,76913879,29401,8125,2030686,776,490751,122667659,2508836,294.266,1,2022-08-28T00:00:00.000
Tempe,, , ,2022,8,29, ,663810.48,69933.05,332988.1,95.48,6356.36,1161.74,189660,47415053,18120,334591,83626632,31967,7995,1998326,764,532247,133040011,2727630,322.492,2,2022-08-29T00:00:00.000
Tempe,, , ,2022,8,30, ,662981.13,69625.16,318871.98,95.95,6184.6,1130.36,189423,47355814,18097,320407,80081508,30612,8035,2008178,768,517865,129445500,2614622,322.202,3,2022-08-30T00:00:00.000
Tempe,, , ,2022,8,31, ,637465.77,69476.44,298606.85,96.46,5854.86,1070.09,182133,45533288,17401,300045,74992124,28666,8077,2018666,772,490254,122544078,2450052,308.404,4,2022-08-31T00:00:00.000
Tempe,, , ,2022,9,1, ,661567.1,67503.6,320717.62,96.77,6202.75,1133.67,189019,47254812,18059,322262,80545024,30789,8103,2025310,774,519384,129825146,2629251,322.581,5,2022-09-01T00:00:00.000
Tempe,, , ,2022,9,2, ,6.16167E+17,66334.23,328790.65,97.13,2.10245E+15,3.84334E+14,1.76048E+17,4.4012E+19,1.68195E+16,330374,82572484,31564,8134,2032876,777,1.76048E+17,4.4012E+19,5.91521E+16,291.958,6,2022-09-02T00:00:00.000
Tempe,, , ,2022,9,3, ,481949.4,69514.42,301980.35,95.39,5363.64,980.29,137700,34424971,13156,303434,75839345,28990,7988,1996429,763,449122,112260745,2462110,224.148,7,2022-09-03T00:00:00.000
Tempe,, , ,2022,9,4, ,1.73E+32,68014.5,278953.91,95.5,5.92E+29,1.08E+29,4.96E+31,1.24E+34,4.73E+30,280297,70056484,26780,7997,1998630,764,4.96E+31,1.24E+34,1.66E+31,213.206,1,2022-09-04T00:00:00.000
Tempe,, , ,2022,9,5, ,452247.32,67299.16,272140.56,95.82,4904.64,896.4,129214,32303393,12345,273451,68345380,26125,8023,2005292,767,410688,102654065,2220541,207.825,2,2022-09-05T00:00:00.000
Tempe,, , ,2022,9,6, ,-4.44E+34,73425.06,283508.66,97.21,-1.51E+32,-2.77E+31,-1.27E+34,-3.17E+36,-1.21E+33,284874,71200366,27217,8140,2034410,778,-1.27E+34,-3.17E+36,-4.26E+33,-10995950085,3,2022-09-06T00:00:00.000
Tempe,, , ,2022,9,7, ,4.04E+22,65380.44,317248.71,98.52,1.37786E+20,2.51876E+19,1.15E+22,2.88E+24,1.10E+21,318776,79673840,30456,8249,2061781,788,1.15E+22,2.88E+24,3.88E+21,240.599,4,2022-09-07T00:00:00.000
Tempe,, , ,2022,9,8, ,505387.05,54757.02,337674.32,98.1,5874.65,1073.68,144396,36099089,13796,339300,84803528,32417,8214,2053095,785,491911,122955713,2749911,244.586,5,2022-09-08T00:00:00.000
Tempe,, , ,2022,9,9, ,477602.42,54788,311234.3,100.45,5464.91,998.8,136458,34114472,13037,312733,78163383,29878,8411,2102198,804,457602,114380053,2535725,229.584,6,2022-09-09T00:00:00.000
Tempe,, , ,2022,9,10, ,485110.61,63865.38,310069.38,103.68,5479.78,1001.52,138603,34650772,13242,311562,77870823,29767,8682,2169916,829,458847,114691511,2527126,228.744,7,2022-09-10T00:00:00.000
Tempe,, , ,2022,9,11, ,467143.01,62734,312355.25,100.18,5442.4,994.68,133469,33367371,12752,313859,78444897,29986,8388,2096514,801,455717,113908782,2543688,219.532,1,2022-09-11T00:00:00.000
Tempe,, , ,2022,9,12, ,488690.9,58377.9,323640.72,102.19,5653.36,1033.24,139626,34906507,13340,325199,81279132,31070,8556,2138574,817,473381,118324213,2636040,78133.775,2,2022-09-12T00:00:00.000
Tempe,, , ,2022,9,13, ,6.78E+29,63946.07,301355,100.36,2.31E+27,4.23E+26,1.94E+29,4.84E+31,1.85E+28,302806,75682296,28930,8404,2100418,803,1.94E+29,4.84E+31,6.50E+28,531.023,3,2022-09-13T00:00:00.000
Tempe,, , ,2022,9,14, ,455747.75,75167.97,264524.94,102.92,4832.3,883.18,130214,32553424,12441,265799,66432793,25394,8618,2153990,823,404630,101140208,2159953,-5.61E+21,4,2022-09-14T00:00:00.000
Tempe,, , ,2022,9,15, ,9.40195E+12,73659.1,268747.42,102.09,32080793266,5864467188,2.68627E+12,6.71568E+14,2.56645E+11,270041,67493226,25800,8548,2136554,817,2.68627E+12,6.71568E+14,9.02589E+11,3.68E+26,5,2022-09-15T00:00:00.000
Tempe,, , ,2022,9,16, ,438083.51,72755.03,266505.63,103.22,4796.09,876.56,125167,31291692,11958,267789,66930224,25585,8643,2160206,826,401599,100382121,2174103,-5.61E+21,6,2022-09-16T00:00:00.000
Tempe,, , ,2022,9,17, ,-148180.39,73556.68,225934.07,102.16,2307.76,421.72,-42337,-10584318,-4045,227022,56741081,21690,8554,2138075,817,193239,48294838,1793250,9.42E+28,7,2022-09-17T00:00:00.000
Tempe,, , ,2022,9,18, ,923460.11,76852.24,205094.91,104.52,5716.64,1044.88,263846,65961463,25208,206082,51507536,19689,8752,2187443,836,478680,119656442,1729415,-2.41E+31,1,2022-09-18T00:00:00.000
Tempe,, , ,2022,9,19, ,473049.2,72410.54,245482.58,101.39,4661.29,851.94,135157,33789242,12913,246665,61650494,23566,8489,2121830,811,390311,97561566,2009276,217.553,2,2022-09-19T00:00:00.000
Tempe,, , ,2022,9,20, ,581375.65,48078.59,277503.06,101.68,5415.46,989.78,166107,41526849,15870,278839,69692117,26640,8514,2128046,813,453461,113347012,2275838,289.573,3,2022-09-20T00:00:00.000
Tempe,, , ,2022,9,21, ,627356.1,21447.76,332270.92,111.37,6239.25,1140.34,179245,44811168,17125,333871,83446520,31898,9325,2330710,891,522441,130588398,2718394,329,4,2022-09-21T00:00:00.000
Tempe,, , ,2022,9,22, ,636328.77,51462.15,332407.53,111.29,6271.43,1146.22,181808,45452074,17370,334008,83480826,31911,9319,2329178,890,525135,131262077,2720348,317.58,5,2022-09-22T00:00:00.000
Tempe,, , ,2022,9,23, ,606702.47,58394.63,309326.15,104.38,5886.44,1075.86,173344,43335908,16561,310816,77684169,29695,8740,2184421,835,492899,123204499,2532853,297.753,6,2022-09-23T00:00:00.000
Tempe,, , ,2022,9,24, ,556894.02,72493.47,265106.39,100.61,5182.09,947.13,159113,39778161,15202,266383,66578819,25450,8425,2105685,805,433920,108462665,2174315,263.026,7,2022-09-24T00:00:00.000
Tempe,, , ,2022,9,25, ,483842.8,65727.59,221762.62,103.7,4415.79,807.07,138241,34560214,13207,222830,55693465,21289,8683,2170260,830,369754,92423939,1820553,227.029,1,2022-09-25T00:00:00.000
Tempe,, , ,2022,9,26, ,524050,60907.39,251299.79,104.95,4908.68,897.16,149729,37432158,14305,252510,63111429,24125,8788,2196474,840,411026,102740060,2060710,251.481,2,2022-09-26T00:00:00.000
Tempe,, , ,2022,9,27, ,560501.87,73629.94,262401.32,108.55,5169.88,944.9,160143,40035864,15300,263665,65899466,25191,9089,2271731,868,432897,108207062,2153021,264.37,3,2022-09-27T00:00:00.000
Tempe,, , ,2022,9,28, ,543097.15,66155.76,256030.01,111.33,5036.81,920.58,155171,38792669,14825,257263,64299377,24579,9322,2329917,891,421755,105421963,2100380,258.986,4,2022-09-28T00:00:00.000
Tempe,, , ,2022,9,29, ,535856.52,55489.95,246407.14,116.12,4901.43,895.83,153102,38275481,14627,247594,61882689,23655,9723,2430253,929,410419,102588423,2022703,260.837,5,2022-09-29T00:00:00.000
Tempe,, , ,2022,9,30, ,524981.27,67350.68,239191.38,114.96,4776.57,873.01,149995,37498677,14330,240343,60070522,22962,9626,2406010,920,399964,99975210,1963933,248.488,6,2022-09-30T00:00:00.000
Tempe,, , ,2022,10,1, ,522297.15,67446.98,235484.82,112.4,4720.37,862.74,149228,37306954,14257,236619,59139658,22607,9412,2352293,899,395258,98798905,1934023,246.981,7,2022-10-01T00:00:00.000
Tempe,, , ,2022,10,2, ,511973.3,59778.68,243651.17,112.35,4783.09,874.2,146278,36569536,13975,244824,61190555,23391,9408,2351290,899,400510,100111381,1998362,245.544,1,2022-10-02T00:00:00.000
Tempe,, , ,2022,10,3, ,511283.75,60676.47,235284.1,115.14,4683.12,855.93,146081,36520282,13957,236417,59089249,22587,9641,2409748,921,392139,98019280,1931360,244.681,2,2022-10-03T00:00:00.000
Tempe,, , ,2022,10,4, ,508213.55,68621.35,217026.05,113.02,4451.43,813.59,145204,36300982,13873,218071,54503923,20835,9464,2365313,904,372739,93170218,1785001,238.688,3,2022-10-04T00:00:00.000
Tempe,, , ,2022,10,5, ,499175.52,70803.19,221113.59,111.01,4467.63,816.55,142622,35655409,13626,222178,55530467,21227,9295,2323222,888,374095,93509098,1816834,232.606,4,2022-10-05T00:00:00.000
Tempe,, , ,2022,10,6, ,479766.08,61460.31,213194.14,108.53,4303.89,786.62,137076,34269019,13096,214221,53541576,20467,9087,2271304,868,360384,90081898,1751615,227.133,5,2022-10-06T00:00:00.000
Tempe,, , ,2022,10,7, ,469230.02,70762.61,203834.06,110.04,4157.13,759.8,134066,33516444,12809,204816,51190886,19568,9215,2303062,880,348096,87010392,1675723,216.341,6,2022-10-07T00:00:00.000
Tempe,, , ,2022,10,8, ,460928.1,45767.94,194581.2,111.35,4019.08,734.57,131694,32923449,12582,195518,48867123,18680,9324,2330432,891,336536,84121004,1600904,225.43,7,2022-10-08T00:00:00.000
Tempe,, , ,2022,10,9, ,427584.95,70269.72,184810.79,111.49,3788.2,692.37,122167,30541794,11672,185701,46413382,17742,9336,2333334,892,317203,79288510,1519540,194.03,1,2022-10-09T00:00:00.000
Tempe,, , ,2022,10,10, ,428434.35,69317.09,188125.8,104.64,3824.03,698.92,122410,30602466,11695,189032,47245913,18060,8762,2189956,837,320203,80038335,1546140,194.996,2,2022-10-10T00:00:00.000
Tempe,, , ,2022,10,11, ,450984.3,68908.37,192134.25,105.6,3950.03,721.95,128853,32213177,12311,193059,48252596,18445,8842,2210055,845,330754,82675828,1580373,207.457,3,2022-10-11T00:00:00.000
Tempe,, , ,2022,10,12, ,461281.45,65483.83,196747.72,107.58,4042.51,738.85,131795,32948688,12592,197695,49411221,18888,9008,2251531,861,338498,84611440,1618269,214.913,4,2022-10-12T00:00:00.000
Tempe,, , ,2022,10,13, ,458643.28,64878.18,194369.27,103.74,4001.13,731.29,131041,32760247,12520,195305,48813897,18659,8686,2171076,830,335033,83745220,1598988,213.824,5,2022-10-13T00:00:00.000
Tempe,, , ,2022,10,14, ,456369.78,66204.07,195289.48,102.1,4002.77,731.59,130391,32597854,12458,196230,49044999,18748,8549,2136811,817,335171,83779664,1606131,211.855,6,2022-10-14T00:00:00.000
Tempe,, , ,2022,10,15, ,449282.95,32196.58,193030.43,109.05,3958.43,723.49,128367,32091652,12264,193960,48477663,18531,9131,2282257,872,331458,82851573,1587379,226.483,7,2022-10-15T00:00:00.000
Tempe,, , ,2022,10,16, ,414779.42,42680.86,175919.56,122.34,3648.66,666.87,118508,29627114,11322,176767,44180437,16888,10244,2560448,979,305519,76367999,1447182,202.06,1,2022-10-16T00:00:00.000
Tempe,, , ,2022,10,17, ,412119.83,67844.9,163977.38,116.09,3490.03,637.88,117749,29437142,11250,164767,41181278,15742,9721,2429546,929,292236,73047966,1351389,186.942,2,2022-10-17T00:00:00.000
Tempe,, , ,2022,10,18, ,435999,68917.16,172613.36,110.44,3669.49,670.68,124571,31142798,11901,173445,43350119,16571,9248,2311399,884,307264,76804315,1422768,199.336,3,2022-10-18T00:00:00.000
Tempe,, , ,2022,10,19, ,432817.18,67589.59,168346.77,112.37,3609.37,659.69,123662,30915525,11815,169157,42278608,16161,9410,2351821,899,302229,75545954,1388330,198.323,4,2022-10-19T00:00:00.000
Tempe,, , ,2022,10,20, ,433825.92,66311.54,170544.22,109.52,3636.32,664.62,123950,30987578,11842,171365,42830475,16372,9170,2291993,876,304486,76110047,1406006,199.566,5,2022-10-20T00:00:00.000
Tempe,, , ,2022,10,21, ,431803.17,58830.15,172884.11,107.45,3655.43,668.11,123372,30843096,11787,173717,43418116,16597,8997,2248758,860,306086,76509970,1424531,202.529,6,2022-10-21T00:00:00.000
Tempe,, , ,2022,10,22, ,441300.17,54773.32,178272.72,107.19,3752.24,685.8,126086,31521454,12046,179131,44771410,17114,8976,2243331,858,314192,78536195,1468551,209.897,7,2022-10-22T00:00:00.000
Tempe,, , ,2022,10,23, ,383731.25,52847.15,142368.23,118.61,3136.37,573.24,109638,27409386,10475,143054,35754357,13667,9932,2482319,949,262623,65646061,1175791,179.676,1,2022-10-23T00:00:00.000
Tempe,, , ,2022,10,24, ,374475.17,62598.46,112926.47,155.25,2788.13,509.6,106993,26748237,10222,113470,28360353,10841,13000,3249205,1242,233463,58357795,939373,169.309,2,2022-10-24T00:00:00.000
Tempe,, , ,2022,10,25, ,379754.38,50394.35,115509.04,154.29,2836.17,518.38,108501,27125323,10366,116065,29008940,11089,12919,3228973,1234,237486,59363236,960540,178.852,3,2022-10-25T00:00:00.000
Tempe,, , ,2022,10,26, ,384180.17,48913.92,119735.8,152.4,2900.11,530.06,109766,27441452,10487,120312,30070450,11495,12761,3189476,1219,242839,60701378,994779,182.054,4,2022-10-26T00:00:00.000
Tempe,, , ,2022,10,27, ,382572.1,47794.9,121391.2,152.76,2914.84,532.76,109306,27326590,10443,121976,30486187,11654,12791,3196927,1222,244073,61009703,1007868,181.783,5,2022-10-27T00:00:00.000
Tempe,, , ,2022,10,28, ,384378.62,50127.05,123391.13,157.88,2950.13,539.21,109822,27455627,10492,123985,30988449,11846,13220,3304147,1263,247028,61748223,1024041,181.508,6,2022-10-28T00:00:00.000
Tempe,, , ,2022,10,29, ,381262.45,58347.86,124159.88,144.87,2935.71,536.57,108932,27233043,10407,124758,31181512,11919,12130,3031845,1159,245820,61446400,1029890,175.343,7,2022-10-29T00:00:00.000
Tempe,, , ,2022,10,30, ,355918.17,47203.91,117010.97,146.83,2765.41,505.44,101691,25422737,9715,117574,29386136,11233,12295,3073010,1175,231560,57881883,970267,167.635,1,2022-10-30T00:00:00.000
Tempe,, , ,2022,10,31, ,1.32364E+20,45932.49,125341.74,146.44,4.51645E+17,8.2562E+16,3.78183E+19,9.45E+21,3.61314E+18,125945,31478324,12033,12262,3064817,1172,3.78183E+19,9.45E+21,1.27069E+19,7.18737E+16,2,2022-10-31T00:00:00.000
Tempe,, , ,2022,11,1, ,474560.5,27333.46,122486,143.14,3232.24,590.78,135589,33897192,12954,123076,30761135,11759,11985,2995608,1145,270650,67653935,1025456,242.841,3,2022-11-01T00:00:00.000
Tempe,, , ,2022,11,2, ,493084.15,26466.23,126283.43,136.16,3334.04,609.38,140881,35220311,13460,126891,31714820,12123,11402,2849674,1089,279174,69784805,1057613,253.377,4,2022-11-02T00:00:00.000
Tempe,, , ,2022,11,3, ,452051.9,19632.28,86576.86,178.85,2760.23,504.51,129158,32289434,12340,86994,21742913,8311,14976,3742960,1431,231127,57775307,736026,234.812,5,2022-11-03T00:00:00.000
Tempe,, , ,2022,11,4, ,-1978832.32,43239.79,75873.04,182.2,-5659.38,-1034.61,-565381,-141345222,-54016,76238,19054755,7284,15257,3813179,1458,-473886,-118477288,417032,-1097.541,6,2022-11-04T00:00:00.000
Tempe,, , ,2022,11,5, ,-12872772192,39795.73,80409.35,170.73,-43922591.01,-8029184.12,-3677934912,-9.19484E+11,-351388063,80797,20194005,7719,14296,3573175,1366,-3677839819,-9.1946E+11,-1235142842,-6988831.729,7,2022-11-05T00:00:00.000
