campus,bldgno,bldgname,tstamp,Year,Month,Day,Hour,KW,KWS,CHWTON,HTmmBTU,Combined mmBTU,Combined Tons Carbon,KW#Houses,KWlightbulbs,KWgalsgas,CHWTON#Houses,CHWTONlightbulbs,CHWTONgalsgas,HTmmBTU#Houses,HTmmBTUlightbulbs,HTmmBTUgalsgas,Total#Houses,Totallightbulbs,Totalgalsgas,GHG,DOW,tstamp2
Tempe,, , ,2022,11,6, ,-9.20091E+13,42328.07,96815.97,160.76,-3.13948E+11,-57390683281,-2.62883E+13,-6.57208E+15,-2.51157E+12,97282,24314362,9294,13461,3364522,1286,-2.62883E+13,-6.57208E+15,-8.83287E+12,-49948373305,1,2022-11-06T00:00:00.000
Tempe,, , ,2022,11,7, ,-5.84543E+17,33199.69,111921.76,169.33,-1.99454E+15,-3.64609E+14,-1.67012E+17,-4.17531E+19,-1.59563E+16,112461,28108030,10744,14178,3543712,1355,-1.67012E+17,-4.17531E+19,-5.61162E+16,-3.17313E+14,2,2022-11-07T00:00:00.000
Tempe,, , ,2022,11,8, ,-1.05102E+20,39652.63,118104.45,167.95,-3.58624E+17,-6.55575E+16,-3.00292E+19,-7.51E+21,-2.86897E+18,118673,29660753,11338,14063,3514828,1344,-3.00292E+19,-7.51E+21,-1.00898E+19,-5.70695E+16,3,2022-11-08T00:00:00.000
Tempe,, , ,2022,11,9, ,321358.75,22280.34,102953.04,172.85,2504.81,457.81,91817,22954206,8772,103449,25855626,9883,14474,3617531,1383,209739,52427363,854488,162.392,4,2022-11-09T00:00:00.000
Tempe,, , ,2022,11,10, ,310314.62,48887.31,92277.89,183.23,2349.41,429.41,88661,22165339,8471,92722,23174668,8859,15343,3834780,1466,196727,49174787,768028,141.954,5,2022-11-10T00:00:00.000
Tempe,, , ,2022,11,11, ,314831.23,50634.96,84618.4,204.95,2294.62,419.4,89952,22487954,8594,85026,21251065,8123,17161,4289247,1640,192139,48028266,707188,143.449,6,2022-11-11T00:00:00.000
Tempe,, , ,2022,11,12, ,347684.6,47749.49,87591.29,191.09,2428.54,443.88,99338,24834624,9491,88013,21997676,8409,16001,3999279,1529,203353,50831579,734124,162.889,7,2022-11-12T00:00:00.000
Tempe,, , ,2022,11,13, ,319341.53,40664.73,78351.46,203.12,2232.98,408.13,91240,22810118,8717,78729,19677186,7522,17008,4250956,1625,186977,46738260,657486,151.314,1,2022-11-13T00:00:00.000
Tempe,, , ,2022,11,14, ,334408.5,39849.52,78470.04,212.98,2295.67,419.59,95545,23886331,9128,78848,19706965,7533,17834,4457349,1704,192227,48050645,659882,159.946,2,2022-11-14T00:00:00.000
Tempe,, , ,2022,11,15, ,365747.52,38527.48,82483.06,209.98,2447.76,447.39,104499,26124834,9984,82880,20714796,7918,17583,4394627,1680,204962,51234256,694994,177.681,3,2022-11-15T00:00:00.000
Tempe,, , ,2022,11,16, ,346047.18,39618.1,83248.48,208.64,2388.39,436.54,98871,24717665,9446,83649,20907024,7992,17470,4366527,1669,199990,49991216,699226,166.398,4,2022-11-16T00:00:00.000
Tempe,, , ,2022,11,17, ,356210.13,40814.89,89511.55,201.29,2490.87,455.27,101774,25443591,9723,89943,22479929,8593,16855,4212624,1610,208572,52136144,750305,171.244,5,2022-11-17T00:00:00.000
Tempe,, , ,2022,11,18, ,354944.8,39074.73,87258.18,199.65,2457.87,449.24,101413,25353210,9689,87678,21914020,8377,16718,4178357,1597,205809,51445587,732157,171.522,6,2022-11-18T00:00:00.000
Tempe,, , ,2022,11,19, ,349819.17,43848.99,88430.35,192.26,2447.05,447.26,99948,24987094,9549,88856,22208397,8489,16098,4023598,1538,204903,51219088,741041,166.133,7,2022-11-19T00:00:00.000
Tempe,, , ,2022,11,20, ,332602.6,46797.51,88408.66,191.99,2387.78,436.43,95029,23757338,9079,88834,22202950,8487,16076,4018061,1536,199940,49978349,739215,155.182,1,2022-11-20T00:00:00.000
Tempe,, , ,2022,11,21, ,353712.52,47266.38,93237.1,199.19,2524.96,461.5,101061,25265190,9655,93686,23415566,8951,16679,4168822,1594,211426,52849579,779870,166.404,2,2022-11-21T00:00:00.000
Tempe,, , ,2022,11,22, ,360128.3,39376.77,94195.05,191.05,2550.2,466.11,102894,25723460,9830,94649,23656144,9043,15998,3998381,1528,213540,53377986,788148,174.176,3,2022-11-22T00:00:00.000
Tempe,, , ,2022,11,23, ,345255.55,46605.75,85575.12,190.58,2395.54,437.85,98644,24661121,9424,85987,21491336,8215,15958,3988499,1525,200590,50140956,717761,162.158,4,2022-11-23T00:00:00.000
Tempe,, , ,2022,11,24, ,320108.2,46086.56,80369.72,195.33,2252.02,411.61,91459,22864881,8738,80757,20184051,7715,16356,4087870,1563,188572,47136801,673704,148.805,5,2022-11-24T00:00:00.000
Tempe,, , ,2022,11,25, ,346015.57,45411.79,78691.43,217.79,2342.74,428.2,98862,24715408,9445,79070,19762567,7554,18237,4557992,1742,196168,49035967,662768,163.236,6,2022-11-25T00:00:00.000
Tempe,, , ,2022,11,26, ,325277.53,46142.44,69302.27,208.76,2150.28,393.02,92936,23234118,8879,69636,17404571,6653,17480,4369006,1670,180053,45007695,585663,151.568,7,2022-11-26T00:00:00.000
Tempe,, , ,2022,11,27, ,303621.08,44753.05,68013.3,207.72,2059.87,376.5,86749,21687228,8288,68341,17080861,6529,17393,4347154,1662,172483,43115243,573272,140.562,1,2022-11-27T00:00:00.000
Tempe,, , ,2022,11,28, ,327750.1,40014.01,75047.05,202.26,2221.15,405.97,93643,23410731,8947,75408,18847316,7205,16936,4232884,1618,185987,46490930,631858,156.244,2,2022-11-28T00:00:00.000
Tempe,, , ,2022,11,29, ,341902.73,39714.83,73515.59,195.32,2244.13,410.18,97686,24421633,9333,73870,18462705,7057,16355,4087776,1563,187911,46972114,620964,164.093,3,2022-11-29T00:00:00.000
Tempe,, , ,2022,11,30, ,341898.69,38383.14,81185.01,191.14,2331.96,426.23,97685,24421345,9333,81576,20388803,7794,16005,4000169,1529,195266,48810317,682318,164.833,4,2022-11-30T00:00:00.000
Tempe,, , ,2022,12,1, ,350486.65,35278.95,660287.02,191.8,9311.16,1701.68,100139,25034771,9567,663466,165824482,63388,16061,4014141,1534,779666,194873394,5315941,171.153,5,2022-12-01T00:00:00.000
Tempe,, , ,2022,12,2, ,348893.9,27500.54,81007.57,182.07,2344.64,428.55,99684,24921003,9524,81398,20344241,7777,15246,3810481,1457,196327,49075725,681569,174.523,6,2022-12-02T00:00:00.000
Tempe,, , ,2022,12,3, ,325627.98,3395.85,64524.53,195.37,2080.75,380.32,93037,23259150,8889,64835,16204690,6194,16359,4088808,1563,174231,43552648,547473,174.971,7,2022-12-03T00:00:00.000
Tempe,, , ,2022,12,4, ,355022.27,8150.7,103689.32,173.08,2628.74,480.47,101435,25358744,9691,104189,26040535,9954,14493,3622323,1385,220116,55021601,863610,188.351,1,2022-12-04T00:00:00.000
Tempe,, , ,2022,12,5, ,378509.48,28477.22,113553.5,162.38,2816.55,514.79,108146,27036402,10332,114100,28517827,10901,13597,3398273,1299,235842,58952502,944777,190.061,2,2022-12-05T00:00:00.000
Tempe,, , ,2022,12,6, ,377612.92,24412.27,93746.1,171.19,2584.61,472.41,107889,26972363,10308,94197,23543395,9000,14335,3582730,1370,216421,54098487,786233,191.778,3,2022-12-06T00:00:00.000
Tempe,, , ,2022,12,7, ,355818.48,26558.08,79442.84,186.43,2353.84,430.23,101662,25415616,9713,79825,19951274,7627,15610,3901604,1491,197098,49268493,669717,178.776,4,2022-12-07T00:00:00.000
Tempe,, , ,2022,12,8, ,343939.43,43834.68,69067.11,200.02,2202.39,402.55,98268,24567112,9389,69400,17345513,6630,16749,4186077,1600,184417,46098702,585572,162.949,5,2022-12-08T00:00:00.000
Tempe,, , ,2022,12,9, ,341378.75,44324.21,67535.8,210.63,2185.89,399.53,97537,24384206,9319,67861,16960941,6483,17637,4408182,1685,183035,45753329,573077,161.301,6,2022-12-09T00:00:00.000
Tempe,, , ,2022,12,10, ,320460.9,41087.7,64577.24,204.92,2073.3,378.95,91560,22890073,8748,64888,16217929,6199,17158,4288545,1639,173607,43396547,547400,151.704,7,2022-12-10T00:00:00.000
Tempe,, , ,2022,12,11, ,306642.65,43971.74,66583.41,202.93,2048.24,374.37,87612,21903055,8370,66904,16721758,6392,16992,4246945,1623,171508,42871758,562122,142.627,1,2022-12-11T00:00:00.000
Tempe,, , ,2022,12,12, ,306515.8,32028.27,59088.6,217.6,1972.54,360.54,87576,21893994,8367,59373,14839512,5673,18221,4554068,1741,165170,41287574,502153,149.049,2,2022-12-12T00:00:00.000
Tempe,, , ,2022,12,13, ,312083.57,27691.51,52866.09,222.45,1921.71,351.25,89167,22291693,8519,53121,13276789,5075,18627,4655458,1780,160914,40223940,452908,154.429,3,2022-12-13T00:00:00.000
Tempe,, , ,2022,12,14, ,316842.75,43518.97,51361.28,245.78,1943.22,355.18,90526,22631634,8649,51609,12898872,4931,20580,5143698,1966,162715,40674204,441329,148.416,4,2022-12-14T00:00:00.000
Tempe,, , ,2022,12,15, ,309448.7,41996.33,56610.6,254.71,1989.92,363.71,88414,22103487,8447,56883,14217185,5435,21328,5330683,2038,166625,41651355,482615,145.23,5,2022-12-15T00:00:00.000
Tempe,, , ,2022,12,16, ,316252.03,34794.21,64775.79,257.57,2113.98,386.39,90358,22589439,8633,65088,16267791,6218,21568,5390569,2061,177013,44247800,548589,152.833,6,2022-12-16T00:00:00.000
Tempe,, , ,2022,12,17, ,310454.8,35773.13,76271.02,246.23,2220.8,405.91,88701,22175352,8474,76638,19154703,7322,20618,5153154,1970,185957,46483209,639993,149.155,7,2022-12-17T00:00:00.000
Tempe,, , ,2022,12,18, ,292273.4,23079.35,72430.55,233.91,2100.36,383.89,83507,20876680,7978,72779,18190207,6953,19586,4895367,1871,175872,43962254,607523,146.176,1,2022-12-18T00:00:00.000
Tempe,, , ,2022,12,19, ,291903.95,33229.28,77790.18,248.01,2177.51,397.99,83401,20850290,7968,78165,19536225,7468,20767,5190390,1984,182333,45576905,650366,140.454,2,2022-12-19T00:00:00.000
Tempe,, , ,2022,12,20, ,301855.92,26994.8,79307.5,243.28,2224.95,406.66,86245,21561146,8240,79689,19917285,7614,20371,5091549,1946,186305,46569980,663459,149.251,3,2022-12-20T00:00:00.000
Tempe,, , ,2022,12,21, ,295846.6,40677.83,82105.32,239.2,2233.94,408.31,84528,21131908,8076,82501,20619930,7882,20030,5006150,1914,187058,46757988,685264,138.553,4,2022-12-21T00:00:00.000
Tempe,, , ,2022,12,22, ,297825.87,38472.85,84033.86,234.37,2259,412.89,85093,21273285,8130,84438,21104264,8067,19625,4904978,1875,189156,47282528,700882,140.833,5,2022-12-22T00:00:00.000
Tempe,, , ,2022,12,23, ,288094.65,38092.41,86217.53,225.39,2243.02,409.96,82313,20578198,7864,86633,21652670,8277,18873,4717110,1803,187819,46947978,717416,135.747,6,2022-12-23T00:00:00.000
Tempe,, , ,2022,12,24, ,296319.1,39282.63,91171.82,215.3,2320.44,424.11,84663,21165658,8089,91611,22896891,8752,18028,4505883,1722,194301,48568432,757839,139.573,7,2022-12-24T00:00:00.000
Tempe,, , ,2022,12,25, ,289650.4,40020.31,94524.51,195.77,2318.39,423.74,82757,20689323,7907,94980,23738886,9074,16393,4097200,1566,194130,48525409,784018,135.555,1,2022-12-25T00:00:00.000
Tempe,, , ,2022,12,26, ,281586.52,38288.01,81414.17,202.65,2140.43,391.21,80453,20113331,7686,81806,20446354,7816,16969,4241116,1621,179228,44800802,678363,132.113,2,2022-12-26T00:00:00.000
Tempe,, , ,2022,12,27, ,295595.53,23351.92,77462.36,183.2,2121.36,387.73,84456,21113975,8069,77835,19453898,7436,15340,3834062,1466,177631,44401935,648091,147.826,3,2022-12-27T00:00:00.000
Tempe,, , ,2022,12,28, ,292411.35,4666.7,67448.48,183.9,1991.03,363.91,83546,20886533,7982,67773,16939012,6475,15399,3848692,1471,166718,41674237,567675,156.248,4,2022-12-28T00:00:00.000
Tempe,, , ,2022,12,29, ,299802.57,14622.22,70039.66,207.26,2070.7,378.47,85658,21414478,8184,70377,17589761,6724,17355,4337537,1658,173389,43341777,589116,154.855,5,2022-12-29T00:00:00.000
Tempe,, , ,2022,12,30, ,308788.88,9870.46,77034.83,203.15,2181.2,398.67,88225,22056357,8429,77406,19346528,7395,17011,4251658,1625,182642,45654543,645940,162.322,6,2022-12-30T00:00:00.000
Tempe,, , ,2022,12,31, ,297794.45,19814.53,78461.85,195.47,2153.13,393.54,85084,21271041,8129,78840,19704908,7532,16367,4090838,1564,180291,45066787,656299,150.944,7,2022-12-31T00:00:00.000
