campus,bldgno,bldgname,tstamp,Year,Month,Day,Hour,KW,KWS,CHWTON,HTmmBTU,Combined Tons Carbon,KW#Houses,KWlightbulbs,KWgalsgas,CHWTON#Houses,CHWTONlightbulbs,CHWTONgalsgas,HTmmBTU#Houses,HTmmBTUlightbulbs,HTmmBTUgalsgas,Total#Houses,Totallightbulbs,Totalgalsgas,GHG,DOW,tstamp2,total
All Campuses,, , ,2019,5,7, ,610598.06,105521.03,171647.94,167.31,787.86,174457,43614164,16667,172474,43107663,16478,14009,3501425,1338,360940,90223252,1431812,274.251,3,2019-05-07T00:00:00.000,4310.53
All Campuses,, , ,2019,5,8, ,621626.8,109694.52,180481.55,161.22,813,177608,44401932,16969,181351,45326137,17326,13500,3374058,1290,372458,93102128,1503539,277.952,4,2019-05-08T00:00:00.000,4448.08
All Campuses,, , ,2019,5,9, ,627595.39,106340.78,195290.69,160.79,849.12,179313,44828260,17131,196231,49045304,18748,13464,3365047,1286,389008,97238611,1622584,283.04,5,2019-05-09T00:00:00.000,4645.72
All Campuses,, , ,2019,5,10, ,617213.87,109428.34,192285.58,152.46,834.53,176347,44086722,16848,193211,48290600,18459,12766,3190699,1220,382324,95568022,1597546,275.716,6,2019-05-10T00:00:00.000,4565.91
All Campuses,, , ,2019,5,11, ,585860.42,127195.1,173082.2,146.68,771.8,167389,41847190,15992,173916,43467864,16616,12282,3069720,1173,353586,88384774,1440909,249.05,7,2019-05-11T00:00:00.000,4222.7
All Campuses,, , ,2019,5,12, ,559274.46,95506.26,166735.68,141.99,740.45,159793,39948192,15267,167539,41873999,16007,11890,2971708,1136,339221,84793899,1387584,251.834,1,2019-05-12T00:00:00.000,4051.15
All Campuses,, , ,2019,5,13, ,621578.67,121217.17,204605.6,144.72,862.86,177594,44398494,16967,205591,51384651,19642,12118,3028834,1158,395303,98811979,1696524,271.699,2,2019-05-13T00:00:00.000,4720.91
All Campuses,, , ,2019,5,14, ,658247.07,134897.88,232963.53,135.81,946.29,188071,47017667,17968,234085,58506460,22364,11372,2842263,1086,433528,108366390,1926906,285.031,3,2019-05-14T00:00:00.000,5177.4
All Campuses,, , ,2019,5,15, ,681149.26,127372.62,249484.1,133.1,996.31,194614,48653538,18593,250685,62655436,23950,11145,2785663,1065,456445,114094637,2061268,300.703,4,2019-05-15T00:00:00.000,5451.09
All Campuses,, , ,2019,5,16, ,666071,112777.42,231213.41,145.33,949.07,190306,47576519,18182,232327,58066936,22196,12170,3041625,1163,434802,108685081,1913657,300.437,5,2019-05-16T00:00:00.000,5192.62
All Campuses,, , ,2019,5,17, ,606433.5,146037.77,178869.83,165.98,800.86,173267,43316696,16554,179731,44921369,17172,13898,3473597,1328,366896,91711663,1489187,249.98,6,2019-05-17T00:00:00.000,4381.65
All Campuses,, , ,2019,5,18, ,576747.13,144083.09,171333.19,168.12,766.2,164785,41196240,15743,172158,43028616,16448,14077,3518444,1345,351020,87743300,1426044,234.942,7,2019-05-18T00:00:00.000,4192.06
All Campuses,, , ,2019,5,19, ,549089.42,64453.01,161987.44,154.13,725.9,156883,39220688,14988,162767,40681526,15551,12906,3225697,1233,332556,83127912,1348622,263.154,1,2019-05-19T00:00:00.000,3971.55
All Campuses,, , ,2019,5,20, ,564491.35,108034,148956.03,179.98,711.65,161283,40320827,15409,149673,37408818,14300,15071,3766746,1440,326027,81496391,1245852,247.84,2,2019-05-20T00:00:00.000,3893.58
All Campuses,, , ,2019,5,21, ,582040.11,137437.95,152377.72,171.31,728.52,166297,41574310,15888,153111,38268142,14628,14345,3585325,1371,333754,83427777,1274910,241.427,3,2019-05-21T00:00:00.000,3985.85
All Campuses,, , ,2019,5,22, ,581898.5,105246.07,143905.51,171.5,709.89,166257,41564196,15884,144598,36140429,13815,14360,3589206,1372,325216,81293831,1207118,258.808,4,2019-05-22T00:00:00.000,3883.89
All Campuses,, , ,2019,5,23, ,583364.16,137761.89,139664.43,165.95,700.48,166675,41668885,15924,140337,35075325,13408,13896,3473059,1328,320908,80217270,1173330,241.96,5,2019-05-23T00:00:00.000,3832.44
All Campuses,, , ,2019,5,24, ,596956.85,151607.79,170667.31,163.37,776.48,170559,42639792,16295,171489,42861388,16384,13680,3419131,1307,355728,88920311,1422657,241.833,6,2019-05-24T00:00:00.000,4248.28
All Campuses,, , ,2019,5,25, ,585574.75,151804.94,182262.9,165.95,795.28,167307,41826785,15984,183141,45773505,17497,13895,3472998,1328,364343,91073288,1514329,235.534,7,2019-05-25T00:00:00.000,4351.17
All Campuses,, , ,2019,5,26, ,559290.53,148213.5,170021.62,145.55,748.31,159797,39949339,15267,170840,42699230,16322,12187,3046066,1164,342825,85694636,1413874,223.219,1,2019-05-26T00:00:00.000,4094.19
All Campuses,, , ,2019,5,27, ,523136.27,136106.19,148479.96,147.34,678.85,149468,37366891,14280,149195,37289258,14254,12338,3083644,1179,311000,77739794,1238070,210.159,2,2019-05-27T00:00:00.000,3714.12
All Campuses,, , ,2019,5,28, ,605591.01,147496.55,179054.28,159.74,799.6,173026,43256518,16531,179916,44967692,17189,13375,3343024,1278,366318,91567234,1490581,248.754,3,2019-05-28T00:00:00.000,4374.75
All Campuses,, , ,2019,5,29, ,634538.52,149102.41,200026.94,149.84,861.84,181297,45324198,17321,200990,50234766,19203,12547,3135959,1199,394834,98694923,1661140,263.561,4,2019-05-29T00:00:00.000,4715.3
All Campuses,, , ,2019,5,30, ,664737.83,146835.63,224018.78,142.87,932.01,189925,47481293,18145,225097,56260076,21506,11963,2990101,1143,426986,106731469,1855972,281.22,5,2019-05-30T00:00:00.000,5099.28
All Campuses,, , ,2019,5,31, ,666648.7,144281.02,236289.1,139.73,959.54,190471,47617783,18198,237427,59341645,22684,11701,2924401,1118,439598,109883829,1954317,283.63,6,2019-05-31T00:00:00.000,5249.9
All Campuses,, , ,2019,6,1, ,636292.01,141352.16,220562.94,135.57,905.36,181798,45449447,17369,221625,55392176,21174,11352,2837170,1085,414774,103678793,1825594,268.747,7,2019-06-01T00:00:00.000,4953.44
All Campuses,, , ,2019,6,2, ,619648.72,137003.65,223483.01,126.74,899.77,177042,44260640,16915,224559,56125524,21454,10612,2652454,1014,412214,103038618,1847356,262.086,1,2019-06-02T00:00:00.000,4922.87
All Campuses,, , ,2019,6,3, ,675663.03,140137.8,255844.95,125.69,1005.48,193047,48261664,18444,257077,64252900,24561,10525,2630527,1006,460648,115145092,2111628,290.773,2,2019-06-03T00:00:00.000,5501.29
All Campuses,, , ,2019,6,4, ,709839.18,136052.88,254475.06,132.7,1025.08,202811,50702819,19376,255700,63908867,24430,11112,2777298,1062,469624,117388984,2103950,311.562,3,2019-06-04T00:00:00.000,5608.48
All Campuses,, , ,2019,6,5, ,717491.56,137786.86,265697.54,128.99,1053.78,204998,51249418,19585,266977,66727281,25507,10801,2699477,1032,482775,120676175,2194464,314.764,4,2019-06-05T00:00:00.000,5765.54
All Campuses,, , ,2019,6,6, ,711799.52,138822.65,276113.05,124.97,1072.34,203371,50842843,19430,277443,69343032,26507,10465,2615492,1000,491278,122801368,2277241,311.128,5,2019-06-06T00:00:00.000,5867.09
All Campuses,, , ,2019,6,7, ,692941.68,138472.39,276401.18,121.44,1060.56,197983,49495854,18915,277732,69415393,26535,10169,2541616,972,485884,121452863,2277735,301.082,6,2019-06-07T00:00:00.000,5802.67
All Campuses,, , ,2019,6,8, ,654227.23,145592.68,243870.46,129.15,966.48,186922,46730535,17858,245045,61245627,23412,10814,2702833,1033,442781,110678995,2013775,276.204,7,2019-06-08T00:00:00.000,5287.91
All Campuses,, , ,2019,6,9, ,647035.58,132872.43,253170.29,128.54,982.28,184867,46216846,17662,254389,63581188,24304,10763,2690127,1028,450020,112488160,2087483,279.168,1,2019-06-09T00:00:00.000,5374.36
All Campuses,, , ,2019,6,10, ,728043.65,131701.63,313973.85,118.16,1164.26,208012,52003139,19873,315486,78851394,30141,9894,2472977,945,533393,133327510,2581685,323.832,2,2019-06-10T00:00:00.000,6370.04
All Campuses,, , ,2019,6,11, ,783472.18,128138.42,328020.27,117.6,1229.53,223849,55962321,21386,329600,82379011,31490,9847,2461252,941,563296,140802584,2699377,355.821,3,2019-06-11T00:00:00.000,6727.17
All Campuses,, , ,2019,6,12, ,740652.68,128852.46,316148.16,130.69,1179.18,211615,52903784,20218,317670,79397450,30350,10943,2735134,1046,540229,135036368,2600291,332.201,4,2019-06-12T00:00:00.000,6451.68
All Campuses,, , ,2019,6,13, ,727420.55,89149.58,309441.96,124.61,1155.11,207834,51958632,19856,310932,77713253,29706,10434,2607905,997,529201,132279790,2545371,346.57,5,2019-06-13T00:00:00.000,6319.98
All Campuses,, , ,2019,6,14, ,701189.81,141322.89,294986.07,130.67,1108.15,200340,50085006,19140,296406,74082801,28319,10942,2734803,1045,507688,126902610,2427206,303.996,6,2019-06-14T00:00:00.000,6063.07
All Campuses,, , ,2019,6,15, ,675716.17,138029.74,274527.59,120.17,1045.48,193062,48265460,18445,275849,68944859,26355,10062,2514870,961,478973,119725188,2261093,291.95,7,2019-06-15T00:00:00.000,5720.14
All Campuses,, , ,2019,6,16, ,647272.59,134184.22,279052.1,118.62,1037.38,184935,46233775,17669,280396,70081144,26789,9933,2482555,949,475263,118797474,2294558,278.614,1,2019-06-16T00:00:00.000,5675.83
All Campuses,, , ,2019,6,17, ,689869.54,134491.2,309915.16,124.67,1132.73,197106,49276415,18831,311407,77832094,29752,10439,2609154,997,518952,129717663,2545551,301.573,2,2019-06-17T00:00:00.000,6197.59
All Campuses,, , ,2019,6,18, ,700308.75,138616.78,300539.96,134.02,1120.39,200088,50022074,19116,301987,75477604,28852,11222,2804738,1072,513297,128304417,2471553,304.998,3,2019-06-18T00:00:00.000,6130.05
All Campuses,, , ,2019,6,19, ,686069.99,139574.23,290742.98,143.56,1091.77,196020,49005019,18728,292143,73017191,27911,12021,3004445,1148,500184,125026655,2391812,296.754,4,2019-06-19T00:00:00.000,5973.44
All Campuses,, , ,2019,6,20, ,693873.88,141810.66,292211.35,138.81,1098.99,198250,49562440,18941,293618,73385959,28052,11623,2905132,1110,503492,125853531,2404307,299.76,5,2019-06-20T00:00:00.000,6012.95
All Campuses,, , ,2019,6,21, ,687738.34,143326.46,289882.91,1.35368E+11,24738548776,196497,49124187,18773,291279,72801193,27829,1.1335E+13,2.83304E+15,1.08294E+12,1.1335E+13,2.83304E+15,12997737090,295.6,6,2019-06-21T00:00:00.000,1.35368E+11
All Campuses,, , ,2019,6,22, ,668093.77,140310.62,261208.57,119.62,1011.42,190884,47721003,18237,262466,65599921,25076,10017,2503548,957,463367,115824472,2153809,286.585,7,2019-06-22T00:00:00.000,5533.76
All Campuses,, , ,2019,6,23, ,606582.52,141591.94,251631,123.31,952.72,173309,43327340,16558,252843,63194609,24157,10326,2580768,987,436478,109102717,2071284,252.484,1,2019-06-23T00:00:00.000,5212.63
All Campuses,, , ,2019,6,24, ,664648.48,138725.36,284027.91,136.8,1062.45,189900,47474911,18143,285396,71330770,27267,11455,2863070,1094,486750,121668751,2336034,285.568,2,2019-06-24T00:00:00.000,5813.01
All Campuses,, , ,2019,6,25, ,697373.52,128478.3,288969.98,135.44,1093.45,199250,49812414,19036,290361,72571920,27741,11341,2834604,1084,500952,125218938,2378712,308.91,3,2019-06-25T00:00:00.000,5982.62
All Campuses,, , ,2019,6,26, ,706342.58,127803.71,297451.64,124.31,1115.61,201812,50453061,19281,298884,74702004,28555,10409,2601553,994,511105,127756619,2447425,314.143,4,2019-06-26T00:00:00.000,6103.87
All Campuses,, , ,2019,6,27, ,695208.97,137377.41,301012.3,136.14,1118.64,198631,49657803,18977,302462,75596229,28897,11400,2849228,1089,512493,128103260,2474842,302.9,5,2019-06-27T00:00:00.000,6120.44
All Campuses,, , ,2019,6,28, ,667028.43,112575.23,294274.83,128.55,1084.9,190580,47644907,18208,295692,73904181,28250,10764,2690287,1028,497035,124239375,2418237,301.072,6,2019-06-28T00:00:00.000,5935.84
All Campuses,, , ,2019,6,29, ,711413.48,119598.64,305659.15,116.89,1135.42,203261,50815269,19419,307131,76763239,29343,9788,2446328,935,520180,130024836,2513571,321.34,7,2019-06-29T00:00:00.000,6212.24
All Campuses,, , ,2019,6,30, ,699745,121035.01,314031.69,112.11,1145.63,199927,49981806,19101,315544,78865918,30147,9387,2346258,897,524858,131193983,2579430,314.244,1,2019-06-30T00:00:00.000,6268.12
All Campuses,, , ,2019,7,1, ,769657.99,126241.09,357393.29,113.57,1284.59,219902,54975593,21009,359114,89755750,34310,9510,2376934,909,588527,147108277,2933034,349.375,2,2019-07-01T00:00:00.000,7028.48
All Campuses,, , ,2019,7,2, ,771369.23,128032.51,339388.54,116.31,1246.68,220391,55097824,21056,341023,85234038,32581,9739,2434132,930,571153,142765995,2789161,349.326,3,2019-07-02T00:00:00.000,6820.99
All Campuses,, , ,2019,7,3, ,730064.01,130730.82,325815.93,122.29,1192.24,208590,52147450,19929,327385,81825414,31278,10240,2559302,978,546214,136532166,2676616,325.447,4,2019-07-03T00:00:00.000,6523.16
All Campuses,, , ,2019,7,4, ,625419.77,129213.41,287019.15,121.25,1041.7,178691,44672859,17072,288401,72081989,27554,10153,2537575,970,477245,119292422,2356197,269.44,5,2019-07-04T00:00:00.000,5699.5
All Campuses,, , ,2019,7,5, ,678992.3,130859.11,320523.35,126.95,1149.63,193998,48499470,18534,322067,80496234,30770,10630,2656902,1016,526695,131652606,2629373,297.622,6,2019-07-05T00:00:00.000,6290.05
All Campuses,, , ,2019,7,6, ,664459.94,122591.95,303531.6,116.46,1101.38,189846,47461443,18138,304993,76228926,29139,9751,2437262,932,504590,126127631,2492043,294.225,7,2019-07-06T00:00:00.000,6026.07
All Campuses,, , ,2019,7,7, ,642640.29,102725.71,308551.52,118.63,1099.18,183612,45902896,17542,310037,77489629,29621,9933,2482722,949,503582,125875248,2530108,293.173,1,2019-07-07T00:00:00.000,6014.03
All Campuses,, , ,2019,7,8, ,654663.87,120153.28,305616.94,136.94,1103.59,187047,46761724,17870,307089,76752639,29339,11467,2866007,1096,505602,126380370,2507787,290.229,2,2019-07-08T00:00:00.000,6038.15
All Campuses,, , ,2019,7,9, ,683308.48,127973.21,302948.32,136.93,1115.6,195231,48807768,18652,304407,76082441,29083,11466,2865726,1095,511104,127755934,2489188,301.544,3,2019-07-09T00:00:00.000,6103.86
All Campuses,, , ,2019,7,10, ,713633.84,117121.34,335871.89,119.26,1203.49,203895,50973866,19480,337489,84350867,32244,9986,2495982,954,551371,137820715,2755485,323.981,4,2019-07-10T00:00:00.000,6584.75
All Campuses,, , ,2019,7,11, ,729326.38,100154.65,342376.1,113.33,1226.46,208379,52094762,19908,344025,85984333,32868,9489,2371772,907,561893,140450867,2809025,341.634,5,2019-07-11T00:00:00.000,6710.41
All Campuses,, , ,2019,7,12, ,737741.03,88253.17,356383.67,111.75,1262.14,210783,52695809,20138,358100,89502196,34213,9357,2338664,894,578240,144536668,2921893,352.677,6,2019-07-12T00:00:00.000,6905.63
All Campuses,, , ,2019,7,13, ,702500.73,117507.51,349269.68,110.52,1224.33,200714,50178644,19176,350951,87715589,33530,9254,2312921,884,560920,140207153,2861598,317.652,7,2019-07-13T00:00:00.000,6698.78
All Campuses,, , ,2019,7,14, ,696161.14,119524.41,375430.07,111.17,1277.86,198903,49725816,19003,377238,94285507,36041,9308,2326531,889,585449,146337854,3070271,313.102,1,2019-07-14T00:00:00.000,6991.73
All Campuses,, , ,2019,7,15, ,765978.76,119668.89,416586.28,112.92,1411.99,218851,54712791,20909,418592,104621478,39992,9456,2363334,903,646899,161697602,3406223,350.927,2,2019-07-15T00:00:00.000,7725.59
All Campuses,, , ,2019,7,16, ,731783.65,118221.23,381751.29,111.81,1314.06,209081,52270281,19975,383589,95873019,36648,9362,2339981,894,602033,150483281,3124261,333.16,3,2019-07-16T00:00:00.000,7189.77
All Campuses,, , ,2019,7,17, ,751510.68,103309.07,408639.62,116.13,1386.12,214717,53679356,20514,410607,102625754,39229,9724,2430334,929,635048,158735443,3341261,351.978,4,2019-07-17T00:00:00.000,7584.06
All Campuses,, , ,2019,7,18, ,705307.28,114877.82,353866.01,116.92,1237.33,201516,50379111,19253,355570,88869909,33971,9790,2446980,935,566877,141696000,2898638,320.6,5,2019-07-18T00:00:00.000,6769.92
All Campuses,, , ,2019,7,19, ,694813.92,100663.35,344992.95,115.93,1211.15,198518,49629585,18966,346654,86641530,33119,9707,2426247,927,554880,138697362,2826647,322.634,6,2019-07-19T00:00:00.000,6626.65
All Campuses,, , ,2019,7,20, ,650469.6,118676.65,314360.94,111.55,1115.51,185848,46462133,17756,315875,78948606,30179,9341,2334567,892,511064,127745306,2577334,288.764,7,2019-07-20T00:00:00.000,6103.38
All Campuses,, , ,2019,7,21, ,664387.01,113687.17,360906.3,111.74,1226.3,189825,47456234,18136,362644,90638009,34647,9357,2338581,894,561826,140432824,2951031,299.036,1,2019-07-21T00:00:00.000,6709.6
All Campuses,, , ,2019,7,22, ,759702.17,71830.14,419346.68,114.34,1414.39,217058,54264463,20738,421366,105314724,40257,9575,2393047,915,647998,161972234,3427703,373.513,2,2019-07-22T00:00:00.000,7738.72
All Campuses,, , ,2019,7,23, ,758389.15,99710.46,389263.42,114.99,1347.71,216683,54170675,20702,391138,97759616,37369,9629,2406534,920,617449,154336826,3186912,357.671,3,2019-07-23T00:00:00.000,7373.88
All Campuses,, , ,2019,7,24, ,789943.79,101898.64,405836.12,120.43,1404.73,225698,56424579,21563,407790,101921682,38960,10084,2520335,963,643572,160866597,3322523,373.62,4,2019-07-24T00:00:00.000,7685.86
All Campuses,, , ,2019,7,25, ,797323.22,112185.47,422001.61,117.45,1444.24,227807,56951681,21765,424034,105981483,40512,9835,2458049,940,661675,165391213,3452554,372.038,5,2019-07-25T00:00:00.000,7902.05
All Campuses,, , ,2019,7,26, ,805360.66,113585.93,421453.81,117.27,1448.02,230103,57525784,21984,423483,105843910,40460,9820,2454267,938,663406,165823961,3448944,375.639,6,2019-07-26T00:00:00.000,7922.72
All Campuses,, , ,2019,7,27, ,734871.05,116456.27,372657.52,113.38,1296.33,209963,52490811,20060,374452,93589209,35775,9494,2372869,907,593909,148452888,3051807,335.796,7,2019-07-27T00:00:00.000,7092.75
All Campuses,, , ,2019,7,28, ,703042.49,112553.74,366836.89,113.65,1263.77,200869,50217341,19191,368603,92127416,35216,9517,2378568,909,578989,144723325,3002187,320.644,1,2019-07-28T00:00:00.000,6914.58
All Campuses,, , ,2019,7,29, ,769070.62,91112.2,412725.94,116.63,1406.13,219734,54933638,20993,414713,103651993,39622,9766,2440945,933,644214,161026576,3375637,368.128,2,2019-07-29T00:00:00.000,7693.52
All Campuses,, , ,2019,7,30, ,791172.74,102731.36,415098.26,119.27,1425.6,226049,56512361,21597,417097,104247776,39849,9987,2496232,954,653134,163256369,3396738,373.825,3,2019-07-30T00:00:00.000,7800.05
All Campuses,, , ,2019,7,31, ,770811.82,74434.19,402935.46,125.03,1387.28,220232,55058009,21041,404876,101193211,38682,10469,2616702,1000,635577,158867922,3297482,378.119,4,2019-07-31T00:00:00.000,7590.38
All Campuses,, , ,2019,8,1, ,798718.28,115955.64,415874.61,119.19,1432,228205,57051329,21803,417877,104442750,39924,9980,2494432,954,656063,163988511,3403673,370.743,5,2019-08-01T00:00:00.000,7835.02
All Campuses,, , ,2019,8,2, ,792257.72,112178.02,421024.46,117.8,1439.01,226359,56589860,21626,423052,105736084,40418,9864,2465414,942,659275,164791358,3444251,369.285,6,2019-08-02T00:00:00.000,7873.39
All Campuses,, , ,2019,8,3, ,756901.68,102081.03,385083.51,116.77,1337.94,216258,54064427,20661,386938,96709873,36968,9777,2443711,934,612973,153218012,3153330,355.556,7,2019-08-03T00:00:00.000,7320.42
All Campuses,, , ,2019,8,4, ,717283.54,114291.75,372198.51,116.76,1284.97,204938,51234559,19580,373991,93473934,35731,9777,2443602,934,588706,147152095,3046447,327.42,1,2019-08-04T00:00:00.000,7030.62
All Campuses,, , ,2019,8,5, ,793858.3,109147.42,424482.55,116.73,1447.39,226817,56704187,21670,426526,106604547,40750,9774,2442898,934,663117,165751632,3472069,371.797,2,2019-08-05T00:00:00.000,7919.27
All Campuses,, , ,2019,8,6, ,781088.25,47715.14,409587.51,122.01,1407.73,223168,55792040,21321,411560,102863808,39320,10216,2553369,976,644944,161209217,3351684,398.215,3,2019-08-06T00:00:00.000,7702.24
All Campuses,, , ,2019,8,7, ,791421.4,105718.74,418118.43,125.77,1433.57,226120,56530123,21603,420132,105006262,40139,10531,2632166,1006,656783,164168551,3420923,372.329,4,2019-08-07T00:00:00.000,7843.63
All Campuses,, , ,2019,8,8, ,769221.3,120534.88,399882.32,122.38,1379.11,219778,54944401,20997,401808,100426445,38389,10247,2561153,979,631832,157931999,3272904,352.241,5,2019-08-08T00:00:00.000,7545.66
All Campuses,, , ,2019,8,9, ,747740.82,76841.59,385375.58,124.03,1334.2,213640,53410080,20411,387231,96783224,36996,10385,2595704,992,611257,152789008,3154788,364.282,6,2019-08-09T00:00:00.000,7299.93
All Campuses,, , ,2019,8,10, ,700455.7,105370.61,358094.4,123.81,1244.84,200130,50032570,19120,359819,89931827,34377,10367,2591159,990,570316,142555556,2932000,323.129,7,2019-08-10T00:00:00.000,6811
All Campuses,, , ,2019,8,11, ,695876.98,118319.53,355021.18,124.08,1235.29,198822,49705519,18995,356731,89160019,34082,10390,2596796,993,565942,141462334,2906975,313.613,1,2019-08-11T00:00:00.000,6758.77
All Campuses,, , ,2019,8,12, ,711854.99,124310.73,363783.68,121.24,1263.95,203387,50846805,19432,365535,91360634,34923,10152,2537331,970,579074,144744770,2978608,319.032,2,2019-08-12T00:00:00.000,6915.59
All Campuses,, , ,2019,8,13, ,712424.04,124467.07,357770.26,119.9,1250.88,203550,50887451,19447,359493,89850422,34346,10040,2509303,959,573082,143247176,2930556,319.283,3,2019-08-13T00:00:00.000,6844.03
All Campuses,, , ,2019,8,14, ,726315.09,122377.77,370186.05,127.93,1288.24,207519,51879670,19826,371969,92968524,35538,10712,2677429,1023,590200,147525623,3031216,327.932,4,2019-08-14T00:00:00.000,7048.46
All Campuses,, , ,2019,8,15, ,733490.89,119171.74,366053.17,128.65,1283.78,209569,52392228,20022,367816,91930594,35141,10773,2692537,1029,588157,147015358,2998842,333.556,5,2019-08-15T00:00:00.000,7024.07
All Campuses,, , ,2019,8,16, ,749623.34,120425.86,377079.14,124.49,1317.26,214178,53544545,20462,378895,94699655,36200,10424,2605304,996,603497,150849504,3088598,341.644,6,2019-08-16T00:00:00.000,7207.26
All Campuses,, , ,2019,8,17, ,751459.24,119514.4,384739.16,122.87,1334.91,214703,53675681,20513,386592,96623393,36935,10288,2571469,983,611583,152870544,3150054,343.14,7,2019-08-17T00:00:00.000,7303.83
All Campuses,, , ,2019,8,18, ,662023.73,94733.8,336155.48,122.49,1172.51,189150,47287428,18071,337774,84422087,32271,10257,2563493,980,537180,134273008,2752800,308.04,1,2019-08-18T00:00:00.000,6415.27
All Campuses,, , ,2019,8,19, ,729147.52,120779.75,368083.25,126.84,1285.19,208328,52081987,19904,369856,92440427,35336,10621,2654534,1015,588804,147176948,3014665,330.347,2,2019-08-19T00:00:00.000,7031.79
All Campuses,, , ,2019,8,20, ,756465.39,119371.72,360335.8,125.58,1285.01,216133,54033264,20649,362071,90494734,34592,10515,2628199,1005,588719,147156196,2955308,345.941,3,2019-08-20T00:00:00.000,7030.78
All Campuses,, , ,2019,8,21, ,774253.68,118496.61,355148.13,126.51,1284.9,221215,55303856,21135,356858,89191902,34094,10594,2647727,1012,588667,147143485,2915515,356.066,4,2019-08-21T00:00:00.000,7030.15
All Campuses,, , ,2019,8,22, ,815684.58,112315.6,377392.15,123.46,1358.97,233053,58263207,22266,379209,94778266,36230,10338,2583746,988,622600,155625219,3097443,381.995,5,2019-08-22T00:00:00.000,7435.39
All Campuses,, , ,2019,8,23, ,817544.47,113468.71,389323.15,125.13,1386.6,233584,58396057,22317,391198,97774616,37375,10478,2618748,1001,635260,158789420,3193070,382.307,6,2019-08-23T00:00:00.000,7586.58
