campus,bldgno,bldgname,tstamp,Year,Month,Day,Hour,KW,KWS,CHWTON,HTmmBTU,Combined Tons Carbon,KW#Houses,KWlightbulbs,KWgalsgas,CHWTON#Houses,CHWTONlightbulbs,CHWTONgalsgas,HTmmBTU#Houses,HTmmBTUlightbulbs,HTmmBTUgalsgas,Total#Houses,Totallightbulbs,Totalgalsgas,GHG,DOW,tstamp2,total
All Campuses,, , ,2019,1,1, ,512980,39944.69,51501.83,296.31,487.07,146566,36641443,14003,51750,12934170,4944,24811,6201250,2370,223127,55776864,461288,256.852,3,2019-01-01T00:00:00.000,2664.69
All Campuses,, , ,2019,1,2, ,539239.21,50601.33,52526.34,348.83,515.29,154068,38517102,14720,52779,13191464,5043,29209,7300390,2791,236056,59008956,472010,265.357,4,2019-01-02T00:00:00.000,2819.1
All Campuses,, , ,2019,1,3, ,563728.68,56971.23,57772.37,347.35,541.8,161065,40266350,15388,58051,14508953,5546,29085,7269482,2779,248201,62044785,516329,275.18,5,2019-01-03T00:00:00.000,2964.14
All Campuses,, , ,2019,1,4, ,551853.8,56823.94,63433.55,309.98,539.98,157673,39418144,15064,63739,15930701,6090,25956,6487360,2480,247367,61836205,560474,268.802,6,2019-01-04T00:00:00.000,2954.19
All Campuses,, , ,2019,1,5, ,503593.49,26170.64,64416.02,257.17,502.38,143884,35970978,13747,64726,16177438,6184,21534,5382071,2057,230144,57530488,563696,259.249,7,2019-01-05T00:00:00.000,2748.49
All Campuses,, , ,2019,1,6, ,498012.34,12899.5,57318.07,252.95,482.56,142289,35572324,13594,57594,14394861,5503,21181,5293929,2024,221064,55261114,506376,263.426,1,2019-01-06T00:00:00.000,2640.06
All Campuses,, , ,2019,1,7, ,566678.51,60215.98,67185.85,273.3,550.75,161908,40477053,15469,67509,16873055,6450,22885,5719807,2186,252302,63069915,591912,275.016,2,2019-01-07T00:00:00.000,3013.12
All Campuses,, , ,2019,1,8, ,581815.61,62819.59,85682.36,252.72,596.99,166233,41558274,15882,86095,21518267,8226,21161,5288944,2022,273489,68365485,741335,281.811,3,2019-01-08T00:00:00.000,3266.14
All Campuses,, , ,2019,1,9, ,582599.2,40454.02,95486.92,233.63,615.49,166457,41614245,15903,95947,23980585,9167,19563,4889405,1869,281966,70484235,819844,294.409,4,2019-01-09T00:00:00.000,3367.38
All Campuses,, , ,2019,1,10, ,576247.62,23095.82,90433,225.35,598.94,164642,41160561,15730,90868,22711343,8682,18870,4716200,1803,274380,68588104,778803,300.319,5,2019-01-10T00:00:00.000,3276.78
All Campuses,, , ,2019,1,11, ,576239.09,62623.81,83490.34,238.08,586.03,164640,41159952,15730,83892,20967763,8015,19935,4982557,1905,268467,67110272,723262,278.885,6,2019-01-11T00:00:00.000,3206.17
All Campuses,, , ,2019,1,12, ,524621.8,56824.97,80392.21,239.79,547.35,149892,37473000,14321,80779,20189700,7718,20078,5018340,1918,250750,62681040,693522,254.016,7,2019-01-12T00:00:00.000,2994.58
All Campuses,, , ,2019,1,13, ,520372.68,48858.51,75585.94,231.3,532.61,148678,37169492,14205,75950,18982652,7256,19368,4840822,1850,243996,60992966,654663,256.032,1,2019-01-13T00:00:00.000,2913.92
All Campuses,, , ,2019,1,14, ,588281.8,49731.12,93589.56,226.09,613.5,168081,42020145,16058,94040,23504082,8985,18931,4731649,1809,281052,70255876,805210,292.423,2,2019-01-14T00:00:00.000,3356.46
All Campuses,, , ,2019,1,15, ,588376.89,16868.74,88870.8,229.06,603.75,168108,42026938,16061,89299,22319013,8532,19180,4793839,1832,276587,69139790,767470,310.327,3,2019-01-15T00:00:00.000,3303.13
All Campuses,, , ,2019,1,16, ,607081.13,60294.96,97347.11,228.45,633.9,173452,43362955,16571,97816,24447752,9345,19129,4780997,1828,290396,72591704,837076,296.916,4,2019-01-16T00:00:00.000,3468.06
All Campuses,, , ,2019,1,17, ,600205.3,58510.44,97417.81,229.96,630.04,171487,42871825,16384,97887,24465509,9352,19256,4812708,1840,288630,72150042,836981,294.393,5,2019-01-17T00:00:00.000,3446.96
All Campuses,, , ,2019,1,18, ,594886.82,66436.48,105651.45,214.06,641.87,169968,42491933,16239,106160,26533305,10143,17924,4479895,1712,294052,73505133,902338,286.94,6,2019-01-18T00:00:00.000,3511.71
All Campuses,, , ,2019,1,19, ,555116.6,73966.69,91150.8,241.28,590.24,158605,39651201,15153,91590,22891613,8750,20204,5049650,1930,270398,67592465,782518,261.251,7,2019-01-19T00:00:00.000,3229.23
All Campuses,, , ,2019,1,20, ,525346.7,60621.34,88686.47,226.76,563.61,150099,37524780,14340,89114,22272721,8514,18987,4745622,1814,258200,64543122,759944,252.355,1,2019-01-20T00:00:00.000,3083.55
All Campuses,, , ,2019,1,21, ,515871.12,65206.45,74788.8,235.73,528.87,147392,36847952,14082,75149,18782459,7180,19739,4933519,1886,242280,60563930,647854,244.713,2,2019-01-21T00:00:00.000,2893.42
All Campuses,, , ,2019,1,22, ,590001.99,71034.08,74184.93,273.43,580.67,168572,42143016,16105,74542,18630802,7122,22896,5722501,2187,266010,66496319,650144,281.778,3,2019-01-22T00:00:00.000,3176.82
All Campuses,, , ,2019,1,23, ,590805.55,73200.85,72760.62,299.01,582.72,168802,42200413,16127,73111,18273102,6985,25037,6257751,2392,266950,66731267,638829,281.052,4,2019-01-23T00:00:00.000,3188.05
All Campuses,, , ,2019,1,24, ,597522.26,74474.94,84040.65,288.77,609.78,170721,42680179,16311,84445,21105969,8068,24180,6043553,2310,279346,69829700,729713,284.021,5,2019-01-24T00:00:00.000,3336.09
All Campuses,, , ,2019,1,25, ,582234.99,73305.4,87182.26,271.52,603.98,166353,41588230,15893,87602,21894952,8369,22735,5682416,2172,276690,69165599,753376,276.358,6,2019-01-25T00:00:00.000,3304.37
All Campuses,, , ,2019,1,26, ,544191.34,76308.93,84986.16,259.3,573.2,155483,38870826,14855,85395,21343423,8159,21713,5426782,2074,262591,65641031,732154,254.059,7,2019-01-26T00:00:00.000,3135.99
All Campuses,, , ,2019,1,27, ,523863.6,65476.71,84485.02,250.75,557.86,149675,37418844,14300,84892,21217569,8111,20996,5247805,2006,255564,63884217,726193,248.903,1,2019-01-27T00:00:00.000,3052.07
All Campuses,, , ,2019,1,28, ,579647.89,69733.69,94802.24,253.52,615.79,165614,41403438,15823,95259,23808634,9101,21228,5305719,2028,282101,70517791,814086,276.974,2,2019-01-28T00:00:00.000,3368.99
All Campuses,, , ,2019,1,29, ,591162.51,47677.45,96929.81,227.38,622.86,168904,42225910,16137,97397,24342951,9305,19040,4758752,1819,285340,71327614,832209,295.115,3,2019-01-29T00:00:00.000,3407.67
All Campuses,, , ,2019,1,30, ,602525.73,49759.69,113268.7,219.19,664.28,172150,43037569,16447,113814,28446303,10874,18354,4587250,1753,304318,76071122,964010,300.158,4,2019-01-30T00:00:00.000,3634.32
All Campuses,, , ,2019,1,31, ,606893.81,51982.67,112495.72,217.84,665.06,173398,43349575,16566,113037,28252174,10800,18241,4559121,1743,304677,76160871,958245,301.305,5,2019-01-31T00:00:00.000,3638.6
All Campuses,, , ,2019,2,1, ,606179.65,72775.31,117329.05,202.68,672.45,173194,43298564,16547,117894,29466018,11264,16971,4241741,1621,308059,77006323,996842,289.635,6,2019-02-01T00:00:00.000,3679
All Campuses,, , ,2019,2,2, ,554033.2,41368.46,106494.43,188.3,613.53,158295,39573816,15123,107007,26745010,10223,15767,3940776,1506,281069,70259602,905157,278.368,7,2019-02-02T00:00:00.000,3356.67
All Campuses,, , ,2019,2,3, ,546212.71,16455.88,106794.47,205.1,612.38,156061,39015209,14910,107309,26820363,10252,17174,4292395,1641,280543,70127967,906809,287.658,1,2019-02-03T00:00:00.000,3350.39
All Campuses,, , ,2019,2,4, ,598042.77,36688.64,102952.61,222.77,639.51,170869,42717358,16325,103448,25855518,9883,18653,4662113,1782,292971,73234989,881051,304.814,2,2019-02-04T00:00:00.000,3498.8
All Campuses,, , ,2019,2,5, ,586379.49,50201.57,90128.65,231.53,605.72,167537,41884266,16006,90563,22634909,8652,19387,4845494,1852,277486,69364670,777341,291.157,3,2019-02-05T00:00:00.000,3313.88
All Campuses,, , ,2019,2,6, ,588053.97,89232.37,69958.08,310.3,576.92,168015,42003872,16052,70295,17569273,6716,25982,6493988,2482,264293,66067133,616146,270.848,4,2019-02-06T00:00:00.000,3156.32
All Campuses,, , ,2019,2,7, ,592892.61,90171.73,64887.15,332.15,572.81,169398,42349489,16184,65200,16295760,6229,27812,6951269,2657,262410,65596518,576045,272.96,5,2019-02-07T00:00:00.000,3133.83
All Campuses,, , ,2019,2,8, ,584663.53,91102.49,75991.35,307.62,587.55,167047,41761698,15960,76357,19084468,7295,25758,6437961,2461,269162,67284127,664086,268.001,6,2019-02-08T00:00:00.000,3214.47
All Campuses,, , ,2019,2,9, ,525670.18,27513.68,65046.59,290.5,523.62,150191,37547885,14349,65360,16335801,6244,24325,6079743,2324,239876,59963429,570863,270.495,7,2019-02-09T00:00:00.000,2864.72
All Campuses,, , ,2019,2,10, ,535137.98,88474.58,65972.94,300.55,533.4,152897,38224157,14608,66291,16568445,6333,25167,6290074,2404,244354,61082676,579184,242.564,1,2019-02-10T00:00:00.000,2918.19
All Campuses,, , ,2019,2,11, ,577126,95684.85,69957.46,312.61,570.53,164893,41223302,15754,70294,17569116,6716,26176,6542343,2501,261363,65334761,615092,261.429,2,2019-02-11T00:00:00.000,3121.33
All Campuses,, , ,2019,2,12, ,591599.28,90919.31,81863.9,304.94,604.27,169028,42257108,16149,82258,20559300,7859,25534,6381931,2440,276821,69198339,711732,271.868,3,2019-02-12T00:00:00.000,3305.93
All Campuses,, , ,2019,2,13, ,592139.05,37949.08,90002.78,265.92,615.32,169183,42295663,16164,90436,22603299,8640,22267,5565314,2127,281886,70464276,776890,300.931,4,2019-02-13T00:00:00.000,3366.42
All Campuses,, , ,2019,2,14, ,599540.06,11447.41,97342.68,231.82,629.8,171297,42824307,16366,97811,24446640,9345,19411,4851552,1855,288520,72122499,836317,319.342,5,2019-02-14T00:00:00.000,3445.64
All Campuses,, , ,2019,2,15, ,576248.86,56648.15,109189.17,203.98,636.17,164643,41160649,15730,109715,27421768,10482,17080,4269053,1632,291438,72851469,928850,282.135,6,2019-02-15T00:00:00.000,3480.5
All Campuses,, , ,2019,2,16, ,536290.09,83634.74,80674.71,242.47,555.74,153226,38306450,14639,81063,20260647,7745,20303,5074473,1940,254592,63641571,696902,245.78,7,2019-02-16T00:00:00.000,3040.46
All Campuses,, , ,2019,2,17, ,510528.63,65110.82,65934.21,279.89,514.19,145865,36466345,13936,66252,16558718,6330,23437,5857681,2239,235554,58882744,576509,241.868,1,2019-02-17T00:00:00.000,2813.1
All Campuses,, , ,2019,2,18, ,574039.31,42648.12,65595.57,301.01,556.92,164011,41002824,15670,65911,16473672,6297,25205,6299737,2408,255128,63776233,579899,288.547,2,2019-02-18T00:00:00.000,3046.86
All Campuses,, , ,2019,2,19, ,589901.75,89815.33,63173.48,337.43,568.16,168543,42135856,16103,63478,15865387,6065,28255,7061903,2699,260276,65063146,562049,271.54,3,2019-02-19T00:00:00.000,3108.34
All Campuses,, , ,2019,2,20, ,588282.53,100505.49,62950.94,336.3,566.45,168081,42020197,16058,63254,15809498,6043,28160,7038256,2690,259495,64867952,560113,264.864,4,2019-02-20T00:00:00.000,3099.02
All Campuses,, , ,2019,2,21, ,587237.3,20089.98,60732.49,312.84,556.65,167782,41945538,16030,61025,15252357,5830,26195,6547135,2503,255002,63745030,542263,307.956,5,2019-02-21T00:00:00.000,3045.36
All Campuses,, , ,2019,2,22, ,594069.64,25830.88,53901.73,354.72,553.58,169734,42433563,16216,54161,13536881,5175,29702,7423691,2838,253598,63394135,488277,308.547,6,2019-02-22T00:00:00.000,3028.59
All Campuses,, , ,2019,2,23, ,529787.04,104810.38,54757.13,331.13,511.05,151368,37841946,14462,55021,13751707,5257,27727,6930034,2649,234116,58523687,488947,230.767,7,2019-02-23T00:00:00.000,2795.92
All Campuses,, , ,2019,2,24, ,511755.48,93424.73,65251.9,296.21,516.44,146216,36553977,13969,65566,16387361,6264,24803,6199196,2370,236585,59140535,571170,227.157,1,2019-02-24T00:00:00.000,2825.42
All Campuses,, , ,2019,2,25, ,549769.54,89425.32,78634.16,269.82,564.67,157077,39269269,15007,79013,19748183,7549,22594,5646984,2159,258683,64664435,681875,249.969,2,2019-02-25T00:00:00.000,3089.33
All Campuses,, , ,2019,2,26, ,548884.18,87032.12,98886.8,248.94,604.72,156824,39206028,14983,99363,24834432,9493,20845,5209876,1991,277032,69250336,843808,250.789,3,2019-02-26T00:00:00.000,3308.45
All Campuses,, , ,2019,2,27, ,550896.03,82311.77,115821.24,214.1,636.74,157399,39349732,15038,116379,29087347,11119,17928,4480772,1713,291705,72917851,979473,254.449,4,2019-02-27T00:00:00.000,3483.69
All Campuses,, , ,2019,2,28, ,563867.12,100478.2,119872.98,207.89,652.59,161105,40276239,15392,120450,30104901,11508,17408,4350783,1663,298963,74731922,1013131,251.646,5,2019-02-28T00:00:00.000,3570.36
All Campuses,, , ,2019,3,1, ,598675.75,82745.24,130176.56,197.9,695.07,171050,42762570,16342,130803,32692541,12497,16571,4141668,1583,318424,79596780,1098900,280.138,6,2019-03-01T00:00:00.000,3802.78
All Campuses,, , ,2019,3,2, ,556886.69,57627.71,120672.95,184.22,645.66,159110,39777637,15201,121254,30305804,11585,15426,3855493,1474,295790,73938933,1018859,271.11,7,2019-03-02T00:00:00.000,3532.47
All Campuses,, , ,2019,3,3, ,526249.98,103462.52,113387.13,190.65,611.75,150357,37589299,14365,113933,28476043,10885,15964,3990028,1525,280254,70055371,957632,229.558,1,2019-03-03T00:00:00.000,3346.94
All Campuses,, , ,2019,3,4, ,550838.7,98648.13,117501.5,198.62,637.56,157382,39345637,15036,118067,29509328,11280,16631,4156771,1589,292081,73011736,992908,245.524,2,2019-03-04T00:00:00.000,3488.18
All Campuses,, , ,2019,3,5, ,566850.74,106535.36,124752.44,208.8,665.31,161957,40489354,15473,125353,31330328,11976,17484,4369799,1670,304794,76189481,1052453,249.942,3,2019-03-05T00:00:00.000,3640
All Campuses,, , ,2019,3,6, ,569552.43,84838.59,143741.82,191.25,705.43,162729,40682333,15547,144434,36099320,13799,16014,4002455,1530,323177,80784108,1204626,263.188,4,2019-03-06T00:00:00.000,3859.54
All Campuses,, , ,2019,3,7, ,564980.42,56501.61,127697.75,195.42,668.16,161423,40355760,15422,128313,32070013,12259,16364,4089849,1563,306099,76515622,1075835,276.101,5,2019-03-07T00:00:00.000,3655.59
All Campuses,, , ,2019,3,8, ,568004.9,66822.77,109629.34,221.15,635.12,162287,40571795,15505,110157,27532312,10524,18518,4628242,1769,290962,72732349,931581,272.122,6,2019-03-08T00:00:00.000,3474.81
All Campuses,, , ,2019,3,9, ,515431.16,94731.75,86104.18,234.45,553.17,147266,36816526,14070,86519,21624203,8266,19632,4906713,1876,253417,63347442,738335,228.444,7,2019-03-09T00:00:00.000,3026.43
All Campuses,, , ,2019,3,10, ,525786.05,110238.42,91940.68,226.48,570.97,150225,37556161,14352,92383,23089982,8826,18964,4739882,1812,261572,65386025,786020,225.642,1,2019-03-10T00:00:00.000,3123.83
All Campuses,, , ,2019,3,11, ,580071.77,46774.86,104370.79,219.07,630.74,165735,41433714,15834,104873,26211681,10020,18344,4584745,1753,288952,72230140,890671,289.568,2,2019-03-11T00:00:00.000,3450.8
All Campuses,, , ,2019,3,12, ,584110.26,38414.51,89047.11,225.19,600.77,166889,41722178,15944,89476,22363292,8549,18856,4712765,1801,275220,68798235,768470,296.303,3,2019-03-12T00:00:00.000,3286.82
All Campuses,, , ,2019,3,13, ,587858.63,99939.24,89776.45,247.51,608.79,167960,41989919,16047,90209,22546458,8619,20726,5180087,1980,278894,69716464,774667,264.939,4,2019-03-13T00:00:00.000,3330.69
All Campuses,, , ,2019,3,14, ,587162.58,120719.73,82533.21,281.72,598.72,167761,41940201,16028,82931,20727391,7923,23590,5895971,2254,274281,68563563,716658,253.276,5,2019-03-14T00:00:00.000,3275.6
All Campuses,, , ,2019,3,15, ,587570.57,102802.04,108764.24,249.13,650.55,167877,41969343,16039,109288,27315052,10441,20861,5213945,1993,298026,74498340,926541,263.227,6,2019-03-15T00:00:00.000,3559.18
All Campuses,, , ,2019,3,16, ,567292.96,116439.82,124728.48,204.86,664.82,162084,40520942,15485,125329,31324311,11974,17154,4287436,1639,304567,76132689,1052304,244.81,7,2019-03-16T00:00:00.000,3637.29
All Campuses,, , ,2019,3,17, ,552560.29,116347.66,127068.35,190.07,658.06,157874,39468608,15083,127680,31911946,12199,15916,3977904,1521,301470,75358458,1069607,236.864,1,2019-03-17T00:00:00.000,3600.31
All Campuses,, , ,2019,3,18, ,611062.02,115818.24,156858.1,187.98,759.49,174589,43647304,16680,157613,39393344,15058,15741,3934201,1504,347943,86974849,1313540,268.921,2,2019-03-18T00:00:00.000,4155.31
All Campuses,, , ,2019,3,19, ,641978.81,108744.7,166506.62,183.67,799.15,183423,45855648,17524,167308,41816472,15985,15380,3843980,1469,366111,91516100,1393696,289.561,3,2019-03-19T00:00:00.000,4372.28
All Campuses,, , ,2019,3,20, ,645876.98,91483.29,167083.65,190.87,804.16,184536,46134088,17631,167888,41961387,16040,15982,3994601,1527,368407,92090077,1398687,301.046,4,2019-03-20T00:00:00.000,4399.7
All Campuses,, , ,2019,3,21, ,628942.67,82533.68,128339.04,213.67,712.8,179698,44924494,17168,128957,32231066,12321,17891,4471709,1709,326546,81627269,1087107,296.717,5,2019-03-21T00:00:00.000,3899.78
All Campuses,, , ,2019,3,22, ,611987.91,119913.79,118157.81,213.46,679.86,174854,43713439,16705,118727,29674152,11343,17874,4467313,1708,311454,77854904,1004030,267.204,6,2019-03-22T00:00:00.000,3719.54
All Campuses,, , ,2019,3,23, ,579762.46,111231.55,121813.21,197.51,664.86,165646,41411621,15826,122400,30592169,11694,16539,4133640,1580,304585,76137430,1030178,254.404,7,2019-03-23T00:00:00.000,3637.5
All Campuses,, , ,2019,3,24, ,570735.6,116657.65,130562.73,192.05,677.42,163067,40766845,15579,131191,32789525,12534,16081,4019217,1536,310340,77575586,1099307,246.572,1,2019-03-24T00:00:00.000,3706.23
All Campuses,, , ,2019,3,25, ,5.99E+05,1.09E+05,1.30E+05,2.10E+02,6.97E+02,3.69E+35,9.21E+37,3.52E+34,162170,40532093,15494,16248,4060907,1552,3.69E+35,9.21E+37,1.24E+35,7.00E+32,2,2019-03-25T00:00:00.000,4.40E+33
All Campuses,, , ,2019,3,26, ,664236.29,95764.2,174783.26,177.63,830.08,189782,47445468,18132,175625,43895069,16779,14874,3717611,1421,380281,95058148,1462045,308.674,3,2019-03-26T00:00:00.000,4541.5
All Campuses,, , ,2019,3,27, ,649595.03,62164.57,170452.31,171.67,810.36,185599,46399663,17732,171273,42807392,16363,14375,3592776,1373,371246,92799831,1425991,318.969,4,2019-03-27T00:00:00.000,4433.61
All Campuses,, , ,2019,3,28, ,647418.96,132518.32,170092.4,179.4,809.63,184977,46244230,17673,170911,42717004,16329,15022,3754653,1435,370911,92715888,1422904,279.596,5,2019-03-28T00:00:00.000,4429.6
All Campuses,, , ,2019,3,29, ,624798.06,137408.85,158003.38,188.19,770.61,178514,44628451,17055,158764,39680969,15168,15758,3938534,1506,353036,88247954,1324021,264.659,6,2019-03-29T00:00:00.000,4216.13
All Campuses,, , ,2019,3,30, ,606365.14,137291.91,149048.97,195.54,740.82,173247,43311813,16552,149767,37432157,14309,16373,4092264,1564,339387,84836234,1250617,254.697,7,2019-03-30T00:00:00.000,4053.13
All Campuses,, , ,2019,3,31, ,574994.09,135896.56,143555.97,190.59,708.3,164284,41071023,15696,144247,36052646,13781,15959,3988772,1525,324490,81112441,1203661,238.422,1,2019-03-31T00:00:00.000,3875.22
All Campuses,, , ,2019,4,1, ,629869.34,125094.55,171182.53,196.31,804.16,179963,44990685,17194,172007,42990780,16434,16438,4108536,1571,368408,92090001,1429941,274.097,2,2019-04-01T00:00:00.000,4399.71
All Campuses,, , ,2019,4,2, ,659271.94,126541.97,178074.5,190.73,836.59,188363,47090872,17996,178932,44721630,17095,15970,3991578,1526,383266,95804081,1487899,289.276,3,2019-04-02T00:00:00.000,4577.15
All Campuses,, , ,2019,4,3, ,654475.55,135095.37,169047.66,184.46,812.66,186993,46748272,17865,169862,42454628,16229,15446,3860518,1476,372301,93063418,1415224,282.022,4,2019-04-03T00:00:00.000,4446.2
All Campuses,, , ,2019,4,4, ,648241.87,101715.45,166217.47,184.43,802.56,185212,46303009,17695,167018,41743856,15957,15443,3859856,1475,367673,91906721,1391984,296.773,5,2019-04-04T00:00:00.000,4390.93
All Campuses,, , ,2019,4,5, ,634733.38,134421.63,163535.29,185.93,788.53,181352,45338117,17326,164323,41070252,15699,15569,3891281,1487,361244,90299650,1369230,271.652,6,2019-04-05T00:00:00.000,4314.16
All Campuses,, , ,2019,4,6, ,592405.72,123564.65,159107.41,160.48,747.76,169259,42314711,16171,159874,39958236,15274,13438,3358623,1284,342570,85631569,1329741,254.604,7,2019-04-06T00:00:00.000,4091.14
All Campuses,, , ,2019,4,7, ,578856.69,133294.33,168983.03,164.82,761.76,165388,41346923,15801,169797,42438399,16222,13802,3449512,1319,348986,87234834,1407445,241.94,1,2019-04-07T00:00:00.000,4167.76
All Campuses,, , ,2019,4,8, ,686083.59,128713.87,215439.46,162.56,930.11,196024,49005990,18728,216477,54105465,20682,13612,3402131,1300,426113,106513587,1789389,302.667,2,2019-04-08T00:00:00.000,5088.85
All Campuses,, , ,2019,4,9, ,723640.16,116656.52,226097.35,158.78,976.22,206754,51688604,19753,227186,56782087,21705,13296,3323071,1270,447236,111793762,1878257,329.568,3,2019-04-09T00:00:00.000,5341.11
All Campuses,, , ,2019,4,10, ,665030.5,141390.9,165932.03,222.05,819.28,190009,47502197,18153,166731,41672170,15929,18594,4647243,1776,375333,93821610,1391316,284.323,4,2019-04-10T00:00:00.000,4482.42
All Campuses,, , ,2019,4,11, ,640762.27,125859.14,152633.48,217.8,774.2,183075,45768752,17491,153368,38332371,14653,18237,4558172,1742,354681,88659296,1282597,279.62,5,2019-04-11T00:00:00.000,4235.77
All Campuses,, , ,2019,4,12, ,639177.6,103339.38,154444.85,198.76,773.71,182622,45655561,17448,155189,38787280,14827,16643,4159628,1590,354453,88602469,1296934,290.958,6,2019-04-12T00:00:00.000,4233.06
All Campuses,, , ,2019,4,13, ,606289.93,143587.1,139011.69,190.54,717.85,173226,43306441,16550,139681,34911396,13345,15955,3987696,1524,328862,82205533,1170311,251.248,7,2019-04-13T00:00:00.000,3927.43
All Campuses,, , ,2019,4,14, ,598616.54,133035.79,155537.94,178.66,747.13,171033,42758341,16340,156287,39061798,14932,14960,3739092,1429,342280,85559231,1301783,252.805,1,2019-04-14T00:00:00.000,4087.68
All Campuses,, , ,2019,4,15, ,664594.2,118597.98,193609.69,173.66,870.86,189884,47471033,18141,194542,48623139,18587,14541,3634455,1389,398967,99728627,1612689,296.469,2,2019-04-15T00:00:00.000,4764.67
All Campuses,, , ,2019,4,16, ,671608.83,102819.34,166781.78,180.83,817.72,191888,47972078,18333,167585,41885577,16011,15142,3784539,1447,374615,93642195,1398741,308.854,3,2019-04-16T00:00:00.000,4473.84
All Campuses,, , ,2019,4,17, ,658048.03,130632.81,158792.21,177.05,791.05,188014,47003449,17963,159557,39879075,15244,14826,3705458,1416,362396,90587982,1333522,286.383,4,2019-04-17T00:00:00.000,4327.91
All Campuses,, , ,2019,4,18, ,685453.82,142653.41,195011.61,161.43,884.71,195844,48961007,18711,195951,48975215,18721,13517,3378502,1291,405312,101314724,1625906,294.751,5,2019-04-18T00:00:00.000,4840.44
All Campuses,, , ,2019,4,19, ,674459.33,137787.11,226447.71,154.17,945.47,192703,48175686,18411,227538,56870078,21739,12909,3226477,1233,433150,108272241,1876338,291.408,6,2019-04-19T00:00:00.000,5172.89
All Campuses,, , ,2019,4,20, ,646188.39,135307.67,212263.98,151.76,896.29,184625,46156332,17639,213286,53307976,20377,12708,3176192,1214,410619,102640500,1760154,277.375,7,2019-04-20T00:00:00.000,4903.82
All Campuses,, , ,2019,4,21, ,596608.6,138369.07,189778.53,154.4,816.53,170460,42614917,16286,190692,47660980,18219,12928,3231269,1235,374080,93507166,1575512,248.869,1,2019-04-21T00:00:00.000,4467.45
All Campuses,, , ,2019,4,22, ,638786.76,138422.32,201760.62,173.95,872.69,182511,45627644,17437,202732,50670161,19369,14566,3640566,1392,399809,99938371,1675419,271.698,2,2019-04-22T00:00:00.000,4774.71
All Campuses,, , ,2019,4,23, ,665812.66,94726.81,201340.69,159.95,886.07,190232,47558066,18175,202310,50564702,19329,13394,3347573,1280,405936,101470341,1674653,310.08,3,2019-04-23T00:00:00.000,4847.89
All Campuses,, , ,2019,4,24, ,678787.19,137431.03,215497.87,159.56,925.14,193939,48484819,18529,216536,54120135,20688,13361,3339327,1276,423835,105944281,1789155,293.959,4,2019-04-24T00:00:00.000,5061.65
All Campuses,, , ,2019,4,25, ,707217.92,131638.6,239262.2,145.7,992.46,202062,50515586,19305,240414,60088309,22969,12200,3049171,1166,454676,113653067,1981997,312.549,5,2019-04-25T00:00:00.000,5429.97
All Campuses,, , ,2019,4,26, ,718031.97,127195.07,256061.28,140.99,1035.18,205152,51288018,19600,257294,64307230,24582,11805,2950610,1128,474252,118545858,2117427,320.825,6,2019-04-26T00:00:00.000,5663.75
All Campuses,, , ,2019,4,27, ,695126.31,129049.12,231485.49,151.29,968.88,198608,49651899,18975,232600,58135267,22223,12668,3166301,1210,443876,110953467,1918624,307.368,7,2019-04-27T00:00:00.000,5300.99
All Campuses,, , ,2019,4,28, ,644670.32,133090.21,220399.37,149.51,912.77,184192,46047898,17598,221461,55351097,21158,12520,3129099,1196,418172,104528094,1825091,277.776,1,2019-04-28T00:00:00.000,4994.01
All Campuses,, , ,2019,4,29, ,668746.88,48890.18,225664.28,152.42,939.87,191071,47767653,18255,226751,56673328,21664,12763,3189931,1219,430584,107630912,1869522,336.552,2,2019-04-29T00:00:00.000,5142.25
All Campuses,, , ,2019,4,30, ,657019.34,132189.94,190811.85,156.31,856.83,187720,46929972,17935,191731,47920488,18318,13089,3271420,1251,392539,98121879,1589578,284.979,3,2019-04-30T00:00:00.000,4687.9
All Campuses,, , ,2019,5,1, ,666835.89,136058.25,202744.19,151.03,888.16,190525,47631154,18203,203720,50917175,19463,12647,3160916,1208,406892,101709245,1685978,288.21,4,2019-05-01T00:00:00.000,4859.3
All Campuses,, , ,2019,5,2, ,659931.07,90004.87,199395.65,164.35,878.94,188552,47137952,18014,200356,50076222,19142,13762,3439595,1315,402669,100653770,1658528,309.473,5,2019-05-02T00:00:00.000,4808.88
All Campuses,, , ,2019,5,3, ,655398.89,125661.72,211173.13,167.9,902.59,187257,46814225,17890,212190,53034021,20273,14059,3513889,1343,413506,103362134,1752313,287.652,6,2019-05-03T00:00:00.000,4938.29
All Campuses,, , ,2019,5,4, ,637290.47,136024.53,204767.93,151.2,874.2,182083,45520766,17396,205754,51425419,19658,12660,3164314,1210,400497,100110499,1699332,272.184,7,2019-05-04T00:00:00.000,4782.94
All Campuses,, , ,2019,5,5, ,597031.24,112563.38,200120.12,151.34,838.92,170580,42645105,16297,201084,50258168,19212,12673,3167339,1211,384337,96070613,1658285,263.065,1,2019-05-05T00:00:00.000,4589.94
All Campuses,, , ,2019,5,6, ,620628.63,89756.76,200833.97,160.07,856.8,177322,44330634,16941,201801,50437444,19280,13403,3349938,1281,392527,98118016,1666261,288.245,2,2019-05-06T00:00:00.000,4687.75
