campus,bldgno,bldgname,tstamp,Year,Month,Day,Hour,KW,KWS,CHWTON,HTmmBTU,Combined mmBTU,Combined Tons Carbon,KW#Houses,KWlightbulbs,KWgalsgas,CHWTON#Houses,CHWTONlightbulbs,CHWTONgalsgas,HTmmBTU#Houses,HTmmBTUlightbulbs,HTmmBTUgalsgas,Total#Houses,Totallightbulbs,Totalgalsgas,GHG,DOW,tstamp2
Tempe,, , ,2021,2,17, ,339536.57,72920.6,62141.46,262.22,2166.46,395.98,97010,24252622,9268,62441,15606206,5966,21957,5487794,2098,181408,45346623,529750,144.775,4,2021-02-17T00:00:00.000
Tempe,, , ,2021,2,18, ,344748.78,69797.14,60029.43,266.47,2163.16,395.38,98500,24624922,9411,60318,15075792,5763,22313,5576834,2132,181131,45277548,513355,149.308,5,2021-02-18T00:00:00.000
Tempe,, , ,2021,2,19, ,344107.22,73423.24,68910.17,264.53,2265.6,414.1,98316,24579097,9393,69242,17306101,6615,22150,5536210,2116,189709,47421409,584339,146.978,6,2021-02-19T00:00:00.000
Tempe,, , ,2021,2,20, ,341817.37,74084.98,72164.48,249.34,2281.64,417.03,97662,24415537,9331,72512,18123388,6928,20879,5218321,1995,191053,47757246,610152,145.393,7,2021-02-20T00:00:00.000
Tempe,, , ,2021,2,21, ,323608.18,76069.72,68478.17,252.94,2178.87,398.25,92459,23114879,8834,68808,17197608,6574,21180,5293595,2024,182447,45606082,578914,134.405,1,2021-02-21T00:00:00.000
Tempe,, , ,2021,2,22, ,340927.18,74380.48,81220.67,258.06,2396,437.93,97408,24351951,9306,81612,20397758,7797,21609,5400825,2064,200628,50150535,682517,144.761,2,2021-02-22T00:00:00.000
Tempe,, , ,2021,2,23, ,355670.55,73491.8,85152.69,248.41,2483.84,453.99,101620,25405049,9709,85563,21385247,8175,20800,5198752,1987,207983,51989049,715387,153.219,3,2021-02-23T00:00:00.000
Tempe,, , ,2021,2,24, ,376980.65,74210.24,87881.25,242.76,2583.65,472.23,107709,26927200,10290,88304,22070497,8437,20328,5080618,1942,216341,54078315,739261,164.397,4,2021-02-24T00:00:00.000
Tempe,, , ,2021,2,25, ,344109.53,76564.9,72310.9,253.69,2295.57,419.58,98317,24579262,9393,72659,18160159,6942,21242,5309282,2029,192219,48048703,611544,145.274,5,2021-02-25T00:00:00.000
Tempe,, , ,2021,2,26, ,351636.12,73237.3,67406.18,263.4,2272.1,415.29,100467,25116876,9599,67731,16928387,6471,22056,5512497,2107,190254,47557761,573030,151.174,6,2021-02-26T00:00:00.000
Tempe,, , ,2021,2,27, ,322767.17,74555.69,68631.63,259,2183.91,399.17,92219,23054807,8811,68962,17236147,6589,21687,5420449,2072,182869,45711404,580061,134.768,7,2021-02-27T00:00:00.000
Tempe,, , ,2021,2,28, ,429192,70714.28,57760.22,277.51,2435.1,445.09,122626,30656584,11716,58038,14505902,5545,23237,5807867,2220,203902,50970352,503309,131.797,1,2021-02-28T00:00:00.000
Tempe,, , ,2021,3,1, ,429192,62877.3,66850.77,283.3,2549.98,466.09,122626,30656584,11716,67173,16788902,6418,23722,5929077,2266,213521,53374562,576034,153.015,2,2021-03-01T00:00:00.000
Tempe,, , ,2021,3,2, ,429192,63693.11,85508.32,254.98,2745.55,501.83,122626,30656584,11716,85920,21474561,8209,21351,5336386,2040,229897,57467531,725291,160.508,3,2021-03-02T00:00:00.000
Tempe,, , ,2021,3,3, ,429192,62666.86,90001.21,244.51,2788.99,509.77,122626,30656584,11716,90435,22602905,8640,20474,5117196,1956,233535,58376684,761233,161.683,4,2021-03-03T00:00:00.000
Tempe,, , ,2021,3,4, ,429192,63556.35,78720.3,227.37,2636.48,481.89,122626,30656584,11716,79099,19769817,7557,19039,4758490,1819,220764,55184890,670984,157.424,5,2021-03-04T00:00:00.000
Tempe,, , ,2021,3,5, ,429192,68564.46,94208.94,229.35,2824.32,516.22,122626,30656584,11716,94663,23659633,9044,19204,4799907,1835,236493,59116124,794893,159.123,6,2021-03-05T00:00:00.000
Tempe,, , ,2021,3,6, ,429192,79304.65,104316.85,218.13,2934.39,536.34,122626,30656584,11716,104819,26198132,10014,18265,4565057,1745,245710,61419773,875755,148.873,7,2021-03-06T00:00:00.000
Tempe,, , ,2021,3,7, ,429192,70512.01,110089.51,213.98,2999.52,548.24,122626,30656584,11716,110620,27647880,10569,17917,4478228,1712,251163,62782692,921936,153.837,1,2021-03-07T00:00:00.000
Tempe,, , ,2021,3,8, ,429192,77088.79,124611.57,214.95,3174.75,580.26,122626,30656584,11716,125212,31294950,11963,17999,4498596,1720,265837,66450129,1038112,171.166,2,2021-03-08T00:00:00.000
Tempe,, , ,2021,3,9, ,429192,57697.16,89635.8,207.91,2748.01,502.28,122626,30656584,11716,90067,22511136,8605,17410,4351284,1663,230103,57519004,758306,7.897885750000013e+31,3,2021-03-09T00:00:00.000
Tempe,, , ,2021,3,10, ,429192,68863.73,65255.66,221.86,2469.39,451.36,122626,30656584,11716,65570,16388306,6265,18577,4643126,1775,206773,51688017,563267,1.3561248000000032e+32,4,2021-03-10T00:00:00.000
Tempe,, , ,2021,3,11, ,429192,39878.71,40998.64,164.32,2120.77,387.65,122626,30656584,11716,41196,10296399,3936,13759,3438905,1315,177581,44391888,369206,1.023685875000002e+32,5,2021-03-11T00:00:00.000
Tempe,, , ,2021,3,12, ,429192,29821.86,37926.88,192.28,2111.87,386.02,122626,30656584,11716,38109,9524956,3641,16101,4024128,1538,176836,44205668,344635,1.3561248000000032e+32,6,2021-03-12T00:00:00.000
Tempe,, , ,2021,3,13, ,429192,39594.07,34470.81,193.2,2071.31,378.61,122626,30656584,11716,34637,8657000,3309,16178,4043383,1546,173441,43356967,316986,1.3561248000000032e+32,7,2021-03-13T00:00:00.000
Tempe,, , ,2021,3,14, ,429192,58473.95,40686.22,188.82,2141.52,391.44,122626,30656584,11716,40882,10217937,3906,15811,3951798,1511,179320,44826319,366709,1.3561248000000032e+32,1,2021-03-14T00:00:00.000
Tempe,, , ,2021,3,15, ,429192,52231.78,61289.94,189.8,2389.74,436.8,122626,30656584,11716,61585,15392356,5884,15893,3972232,1518,200104,50021172,531538,1.3561248000000032e+32,2,2021-03-15T00:00:00.000
Tempe,, , ,2021,3,16, ,429192,70648.93,51801.35,212.45,2298.53,420.13,122626,30656584,11716,52051,13009391,4973,17789,4446158,1700,192466,48112132,455632,1.3561248000000032e+32,3,2021-03-16T00:00:00.000
Tempe,, , ,2021,3,17, ,429192,79664.3,63820.31,211.63,2441.93,446.34,122626,30656584,11716,64128,16027833,6127,17720,4429013,1693,204474,51113429,551783,1.3455637000000031e+32,4,2021-03-17T00:00:00.000
Tempe,, , ,2021,3,18, ,429192,82988.84,80644.13,194.5,2626.7,480.11,122626,30656584,11716,81032,20252966,7742,16287,4070609,1556,219945,54980159,686372,1.3561248000000032e+32,5,2021-03-18T00:00:00.000
Tempe,, , ,2021,3,19, ,429192,84032.9,86251.47,191.08,2690.56,491.78,122626,30656584,11716,86667,21661194,8280,16000,3998989,1529,225293,56316766,731230,1.3561248000000032e+32,6,2021-03-19T00:00:00.000
Tempe,, , ,2021,3,20, ,429192,83807.84,84930.27,171.25,2654.88,485.26,122626,30656584,11716,85339,21329388,8153,14340,3583980,1370,222305,55569952,720658,1.3561248000000032e+32,7,2021-03-20T00:00:00.000
Tempe,, , ,2021,3,21, ,429192,86392.09,84270.41,185.43,2661.14,486.4,122626,30656584,11716,84676,21163671,8090,15527,3880748,1483,222829,55701002,715381,1.3561248000000032e+32,1,2021-03-21T00:00:00.000
Tempe,, , ,2021,3,22, ,429192,88775.06,72641.87,215.13,2551.3,466.33,122626,30656584,11716,72992,18243280,6974,18014,4502304,1721,213632,53402167,622356,1.3561248000000032e+32,2,2021-03-22T00:00:00.000
Tempe,, , ,2021,3,23, ,429192,33826.52,65643.4,212.38,2464.56,450.48,122626,30656584,11716,65959,16485683,6302,17783,4444740,1699,206369,51587007,566368,4.737019250000001e+31,3,2021-03-23T00:00:00.000
Tempe,, , ,2021,3,24, ,429192,73757.16,70996.51,201.64,2518.06,460.25,122626,30656584,11716,71338,17830064,6816,16884,4219939,1613,210849,52706586,609192,141.116,4,2021-03-24T00:00:00.000
Tempe,, , ,2021,3,25, ,429192,47214.41,71285.65,213.37,2533.27,463.03,122626,30656584,11716,71629,17902678,6843,17867,4465591,1707,212122,53024852,611506,155.905,5,2021-03-25T00:00:00.000
Tempe,, , ,2021,3,26, ,429192,56985.49,64691.9,201.15,2441.92,446.34,122626,30656584,11716,65003,16246723,6210,16843,4209775,1609,204473,51113081,558755,149.285,6,2021-03-26T00:00:00.000
Tempe,, , ,2021,3,27, ,429192,89833.49,75997.98,192.65,2569.09,469.58,122626,30656584,11716,76364,19086132,7296,16131,4031829,1541,215122,53774544,649202,133.266,7,2021-03-27T00:00:00.000
Tempe,, , ,2021,3,28, ,429192,88590.17,96942.46,192.23,2820.01,515.43,122626,30656584,11716,97409,24346130,9306,16097,4023121,1538,236132,59025835,816758,138.494,1,2021-03-28T00:00:00.000
Tempe,, , ,2021,3,29, ,429192,81822.36,112548.11,187.45,3002.5,548.78,122626,30656584,11716,113090,28265332,10805,15696,3923125,1500,251413,62845041,941602,151.783,2,2021-03-29T00:00:00.000
Tempe,, , ,2021,3,30, ,429192,87749.56,110381.88,191.22,2980.27,544.72,122626,30656584,11716,110913,27721307,10597,16012,4002003,1530,249552,62379894,924273,155.232,3,2021-03-30T00:00:00.000
Tempe,, , ,2021,3,31, ,429192,91158.13,117170.15,203.5,3074.01,561.85,122626,30656584,11716,117734,29426111,11248,17040,4258999,1628,257401,64341694,978580,159.082,4,2021-03-31T00:00:00.000
Tempe,, , ,2021,4,1, ,429192,82585.85,141217.2,183.73,3342.8,610.97,122626,30656584,11716,141897,35465287,13557,15384,3845111,1470,279908,69966982,1170953,185.96,5,2021-04-01T00:00:00.000
Tempe,, , ,2021,4,2, ,416829.72,87056.09,151686.68,163.7,3406.23,622.56,119094,29773564,11378,152417,38094592,14562,13708,3426078,1310,285219,71294233,1253520,179.024,6,2021-04-02T00:00:00.000
Tempe,, , ,2021,4,3, ,414659.95,82694.54,147727.23,156.2,3343.8,611.16,118474,29618580,11319,148439,37100217,14182,13079,3269003,1250,279992,69987800,1221636,180.26,7,2021-04-03T00:00:00.000
Tempe,, , ,2021,4,4, ,394991.47,78121.48,150088.43,161.78,3310.61,605.09,112855,28213688,10782,150811,37693209,14408,13547,3385870,1294,277213,69292767,1238638,172.052,1,2021-04-04T00:00:00.000
Tempe,, , ,2021,4,5, ,334534.43,80716.87,153733.76,168.19,3154.47,576.54,95581,23895326,9132,154474,38608697,14758,14083,3519922,1346,264138,66023944,1261997,137.817,2,2021-04-05T00:00:00.000
Tempe,, , ,2021,4,6, ,361055.47,85278.13,153770.02,172.21,3249.43,593.9,103159,25789687,9856,154510,38617803,14762,14420,3604134,1378,272089,68011625,1264833,149.745,3,2021-04-06T00:00:00.000
Tempe,, , ,2021,4,7, ,350830.2,76221.88,147377,190.94,3156.55,576.92,100237,25059310,9577,148087,37012260,14148,15988,3996120,1528,264312,66067690,1212710,149.106,4,2021-04-07T00:00:00.000
Tempe,, , ,2021,4,8, ,359127,70150.91,154284.11,164.19,3241,592.36,102608,25651939,9803,155027,38746911,14811,13749,3436307,1314,271383,67835157,1268760,156.909,5,2021-04-08T00:00:00.000
Tempe,, , ,2021,4,9, ,397712.63,73865.09,156180.04,171,3402.22,621.83,113632,28408056,10856,156932,39223056,14993,14319,3578838,1368,284883,71209950,1287632,175.847,6,2021-04-09T00:00:00.000
Tempe,, , ,2021,4,10, ,410180.7,82245.87,143721.53,170.9,3295.16,602.26,117194,29298633,11197,144414,36094224,13797,14311,3576759,1367,275919,68969617,1189162,178.059,7,2021-04-10T00:00:00.000
Tempe,, , ,2021,4,11, ,391431.28,75613.65,145896.04,167.06,3253.44,594.64,111838,27959388,10685,146599,36640333,14006,13989,3496398,1337,272425,68096118,1204757,171.485,1,2021-04-11T00:00:00.000
Tempe,, , ,2021,4,12, ,498766.55,84340.95,159885.95,154.05,3774.54,689.89,142505,35626196,13615,160656,40153758,15349,12899,3224032,1232,316060,79003987,1326979,225.063,2,2021-04-12T00:00:00.000
Tempe,, , ,2021,4,13, ,514926.13,70545.85,156167.2,156.43,3787.44,692.25,147122,36780452,14056,156919,39219830,14992,13099,3273886,1251,317140,79274168,1298781,241.304,3,2021-04-13T00:00:00.000
Tempe,, , ,2021,4,14, ,467986.35,67408.73,150066.79,160.11,3557.75,650.26,133710,33427610,12775,150789,37687775,14406,13407,3350874,1281,297907,74466259,1245472,217.518,4,2021-04-14T00:00:00.000
Tempe,, , ,2021,4,15, ,395109.5,69750.46,135794.48,168.6,3146.31,575.06,112888,28222118,10785,136448,34103424,13036,14118,3528594,1349,263455,65854137,1124298,176.664,5,2021-04-15T00:00:00.000
Tempe,, , ,2021,4,16, ,380214.82,70858.23,124007.94,179.76,2965.21,541.96,108633,27158213,10379,124605,31143354,11905,15052,3762175,1438,248290,62063741,1028578,167.983,6,2021-04-16T00:00:00.000
Tempe,, , ,2021,4,17, ,377086.8,78433.28,118842.39,176.56,2889.34,528.09,107739,26934782,10293,119415,29846077,11409,14784,3695034,1412,241938,60475893,986953,162.175,7,2021-04-17T00:00:00.000
Tempe,, , ,2021,4,18, ,361024.55,67008.64,121617.13,161.47,2852.74,521.4,103150,25787478,9855,122203,30542927,11675,13520,3379255,1292,238873,59709660,1007607,159.644,1,2021-04-18T00:00:00.000
Tempe,, , ,2021,4,19, ,380419.28,79916.49,134002.32,164.51,3070.58,561.22,108691,27172816,10384,134648,33653343,12864,13775,3442915,1316,257114,64269074,1108551,163.172,2,2021-04-19T00:00:00.000
Tempe,, , ,2021,4,20, ,400806.82,80164.94,141932.14,173.19,3243.99,592.91,114516,28629070,10941,142616,35644838,13625,14502,3624593,1386,271634,67898502,1173947,174.115,3,2021-04-20T00:00:00.000
Tempe,, , ,2021,4,21, ,445029.48,57820.96,125472.05,151.76,3175.93,580.48,127151,31787833,12148,126076,31511051,12045,12708,3176181,1214,265935,66475065,1046510,1.883505e+29,4,2021-04-21T00:00:00.000
Tempe,, , ,2021,4,22, ,793676.82,73961.26,126182.51,153.2,4375.53,799.77,226765,56691224,21665,126790,31689475,12114,12828,3206186,1226,366383,91586885,1085664,9.417525e+28,5,2021-04-22T00:00:00.000
Tempe,, , ,2021,4,23, ,775909.43,68998.95,128916.63,151.31,4345.82,794.34,221688,55422124,21180,129537,32376123,12376,12670,3166690,1210,363896,90964937,1105831,4.708775e+29,6,2021-04-23T00:00:00.000
Tempe,, , ,2021,4,24, ,571367.13,64696.21,135779.91,154.62,3733.57,682.41,163248,40811954,15597,136434,34099767,13035,12947,3235976,1237,312629,78147696,1141101,1.883505e+29,7,2021-04-24T00:00:00.000
Tempe,, , ,2021,4,25, ,610445.42,66001.22,143362.86,160.5,3963.78,724.49,174413,43603262,16663,144053,36004149,13763,13439,3358948,1284,331905,82966360,1205517,3.7670025e+29,1,2021-04-25T00:00:00.000
Tempe,, , ,2021,4,26, ,574417.23,37644.39,126145.9,162.7,3636.44,664.66,164119,41029818,15680,126753,31680281,12110,13623,3404997,1302,304496,76115097,1064323,2.82525e+29,2,2021-04-26T00:00:00.000
Tempe,, , ,2021,4,27, ,794285.7,57780.02,105968.21,163.5,4145.33,757.7,226939,56734716,21682,106478,26612857,10173,13690,3421717,1308,347108,86769290,924010,4.708775e+29,3,2021-04-27T00:00:00.000
Tempe,, , ,2021,4,28, ,462270.95,56513.28,108872.66,160.71,3044.52,556.47,132077,33019367,12619,109397,27342279,10452,13457,3363491,1286,254932,63725137,915371,220.322,4,2021-04-28T00:00:00.000
Tempe,, , ,2021,4,29, ,604805.32,66659.54,140112.76,153.18,3898.22,712.51,172802,43200398,16509,140787,35187920,13451,12827,3205861,1225,326416,81594178,1178974,292.212,5,2021-04-29T00:00:00.000
Tempe,, , ,2021,4,30, ,495814.77,74939.23,161738.36,150.87,3783.52,691.53,141661,35415355,13534,162517,40618971,15527,12633,3157500,1207,316812,79191827,1341515,228.53,6,2021-04-30T00:00:00.000
Tempe,, , ,2021,5,1, ,436856.87,70938.89,165529.38,147.03,3624,662.36,124816,31204075,11925,166326,41571049,15891,12311,3076998,1176,303454,75852122,1366182,198.702,7,2021-05-01T00:00:00.000
Tempe,, , ,2021,5,2, ,394732.5,83200.32,159084.08,153.61,3409.51,623.16,112781,28195190,10775,159850,39952375,15272,12863,3214911,1229,285494,71362476,1310577,169.147,1,2021-05-02T00:00:00.000
Tempe,, , ,2021,5,3, ,396054.08,81642.3,154424.29,149.42,3353.9,613,113158,28289588,10811,155168,38782116,14825,12511,3127078,1195,280838,70198782,1273425,170.718,2,2021-05-03T00:00:00.000
Tempe,, , ,2021,5,4, ,408937.95,81205.14,160952.26,152.29,3479.07,635.87,116839,29209865,11163,161727,40421552,15451,12752,3187197,1218,291319,72818614,1326886,177.962,3,2021-05-04T00:00:00.000
Tempe,, , ,2021,5,5, ,407835.4,73296.18,171955.7,152.16,3607.22,659.29,116524,29131112,11133,172784,43184955,16508,12741,3184484,1217,302049,75500551,1414807,181.655,4,2021-05-05T00:00:00.000
Tempe,, , ,2021,5,6, ,423116.25,79507.31,181695.7,145.9,3769.99,689.04,120890,30222601,11550,182571,45631057,17443,12217,3053550,1167,315678,78907209,1494193,186.578,5,2021-05-06T00:00:00.000
