campus,bldgno,bldgname,tstamp,Year,Month,Day,Hour,KW,KWS,CHWTON,HTmmBTU,Combined Tons Carbon,KW#Houses,KWlightbulbs,KWgalsgas,CHWTON#Houses,CHWTONlightbulbs,CHWTONgalsgas,HTmmBTU#Houses,HTmmBTUlightbulbs,HTmmBTUgalsgas,Total#Houses,Totallightbulbs,Totalgalsgas,GHG,DOW,tstamp2,total
All Campuses,, , ,2020,5,6, ,574785.05,129028.98,207008.85,143.45,838.71,164224,41056091,15690,208006,51988202,19873,12012,3002171,1148,384242,96046464,1711258,242.053,4,2020-05-06T00:00:00.000,143.45
All Campuses,, , ,2020,5,7, ,582729.51,130699.99,210260.19,145.43,851.16,166494,41623553,15907,211273,52804743,20185,12177,3043570,1163,389944,97471866,1738031,245.45,5,2020-05-07T00:00:00.000,145.43
All Campuses,, , ,2020,5,8, ,595402.62,122287.7,217422.25,137.5,873.32,170115,42528776,16253,218469,54603423,20873,11513,2877575,1100,400097,100009774,1796543,256.914,6,2020-05-08T00:00:00.000,137.5
All Campuses,, , ,2020,5,9, ,600191.58,114828.39,208285.74,126.63,854.28,171483,42870844,16383,209289,52308880,19995,10603,2650061,1013,391375,97829785,1723910,263.567,7,2020-05-09T00:00:00.000,126.63
All Campuses,, , ,2020,5,10, ,565519.8,86309.5,202426.28,134.66,821.27,161577,40394288,15437,203401,50837336,19433,11276,2818280,1077,376254,94049903,1673707,260.192,1,2020-05-10T00:00:00.000,134.66
All Campuses,, , ,2020,5,11, ,564380.84,137857.58,215147.94,139.01,849.26,161252,40312933,15406,216184,54032254,20654,11640,2909349,1112,389076,97254536,1775371,231.602,2,2020-05-11T00:00:00.000,139.01
All Campuses,, , ,2020,5,12, ,559176.81,141282.64,195704.89,141.44,803.81,159765,39941217,15264,196647,49149325,18788,11843,2960015,1131,368255,92050557,1619328,226.925,3,2020-05-12T00:00:00.000,141.44
All Campuses,, , ,2020,5,13, ,540026.7,138814.24,182747.81,136.26,762.51,154293,38573351,14741,183628,45895285,17544,11410,2851797,1090,349331,87320434,1513833,217.861,4,2020-05-13T00:00:00.000,136.26
All Campuses,, , ,2020,5,14, ,526604.56,120965.93,178378.43,133.07,743.97,150458,37614626,14375,179237,44797960,17124,11142,2784887,1065,340838,85197473,1477589,220.262,5,2020-05-14T00:00:00.000,133.07
All Campuses,, , ,2020,5,15, ,536902.65,132737.47,181465.79,133.71,757.28,153401,38350205,14656,182340,45573318,17421,11197,2798430,1070,346937,86721953,1503276,219.468,6,2020-05-15T00:00:00.000,133.71
All Campuses,, , ,2020,5,16, ,557583.45,127328.38,185719.42,129.62,778.76,159310,39827405,15220,186614,46641575,17829,10854,2712831,1037,356777,89181812,1539290,233.629,7,2020-05-16T00:00:00.000,129.62
All Campuses,, , ,2020,5,17, ,547810.25,131723.56,192741.82,135.59,789.16,156517,39129319,14954,193670,48405182,18503,11354,2837773,1085,361541,90372274,1594532,225.933,1,2020-05-17T00:00:00.000,135.59
All Campuses,, , ,2020,5,18, ,551445.66,141723.08,201664.3,137.99,811.43,157556,39388992,15053,202635,50645973,19360,11554,2887818,1104,371745,92922782,1666260,222.48,2,2020-05-18T00:00:00.000,137.99
All Campuses,, , ,2020,5,19, ,543649.47,149371.48,182936.61,146.78,767.11,155328,38832121,14840,183817,45942701,17562,12291,3071858,1174,351436,87846679,1515692,214.087,3,2020-05-19T00:00:00.000,146.78
All Campuses,, , ,2020,5,20, ,509510.28,153473.57,160151.17,159.74,698.21,145574,36393606,13908,160922,40220365,15375,13375,3343033,1278,319872,79957004,1330133,193.329,4,2020-05-20T00:00:00.000,159.74
All Campuses,, , ,2020,5,21, ,507285.38,151679.29,156885.38,156.43,689.06,144939,36234684,13847,157641,39400193,15061,13099,3273855,1251,315678,78908733,1303793,193.102,5,2020-05-21T00:00:00.000,156.43
All Campuses,, , ,2020,5,22, ,517178.68,148594.29,163780.18,150.84,709.33,147765,36941349,14117,164569,41131755,15723,12631,3156923,1207,324965,81230027,1359900,200.139,6,2020-05-22T00:00:00.000,150.84
All Campuses,, , ,2020,5,23, ,519200.17,148833.04,160436.78,145.93,702.36,148343,37085741,14173,161209,40292092,15402,12219,3054061,1167,321772,80431894,1333347,201.107,7,2020-05-23T00:00:00.000,145.93
All Campuses,, , ,2020,5,24, ,506034.47,149463.73,165049.31,146.93,704.44,144581,36145333,13813,165844,41450484,15845,12303,3074909,1175,322728,80670726,1368983,193.621,1,2020-05-24T00:00:00.000,146.93
All Campuses,, , ,2020,5,25, ,514711.2,147474.99,175511.98,149.19,733.21,147060,36765100,14050,176357,44078079,16849,12492,3122337,1194,335910,83965516,1453517,199.417,2,2020-05-25T00:00:00.000,149.19
All Campuses,, , ,2020,5,26, ,576579.73,141785.53,201412.52,140.26,826.97,164737,41184283,15739,202382,50582740,19336,11745,2935429,1122,378864,94702452,1666659,236.089,3,2020-05-26T00:00:00.000,140.26
All Campuses,, , ,2020,5,27, ,591472.43,138382.55,214979.26,129.99,864.14,168992,42248048,16145,216014,53989891,20638,10884,2720416,1040,395891,98958355,1776621,246.024,4,2020-05-27T00:00:00.000,129.99
All Campuses,, , ,2020,5,28, ,606798.92,133023.02,226568.5,125.65,898.32,173371,43342797,16564,227659,56900414,21751,10521,2629694,1005,411552,102872905,1870806,257.265,5,2020-05-28T00:00:00.000,125.65
All Campuses,, , ,2020,5,29, ,620364.84,129509.68,239928.92,119.22,934.9,177247,44311792,16934,241084,60255748,23033,9982,2494989,954,428314,107062529,1978991,266.53,6,2020-05-29T00:00:00.000,119.22
All Campuses,, , ,2020,5,30, ,615792.64,120417.88,237469.5,116.83,926.22,175941,43985206,16809,238613,59638089,22797,9783,2445058,935,424336,106068353,1958876,268.979,7,2020-05-30T00:00:00.000,116.83
All Campuses,, , ,2020,5,31, ,577811.66,130308.86,230412.98,121.18,887.85,165089,41272278,15773,231522,57865916,22120,10147,2536066,969,406758,101674260,1898778,242.993,1,2020-05-31T00:00:00.000,121.18
All Campuses,, , ,2020,6,1, ,580188.17,129856.8,240109.51,121.83,910.72,165768,41442028,15837,241266,60301102,23051,10202,2549745,975,417235,104292875,1976579,244.523,2,2020-06-01T00:00:00.000,121.83
All Campuses,, , ,2020,6,2, ,610597.55,129109.09,249586.43,121.24,950.36,174456,43614128,16667,250788,62681137,23960,10152,2537299,970,435396,108832564,2055313,261.444,3,2020-06-02T00:00:00.000,121.24
All Campuses,, , ,2020,6,3, ,618918.09,126078.52,254194.57,119.47,965.33,176834,44208453,16895,255419,63838423,24403,10004,2500380,956,442256,110547256,2092977,267.631,4,2020-06-03T00:00:00.000,119.47
All Campuses,, , ,2020,6,4, ,618809.84,114055.88,253746.85,117.98,964.01,176803,44200721,16892,254969,63725985,24360,9879,2469097,944,441650,110395802,2089384,274.078,5,2020-06-04T00:00:00.000,117.98
All Campuses,, , ,2020,6,5, ,591232.61,81502.03,247478.5,124.91,934.33,168924,42230918,16139,248670,62151749,23758,10459,2614111,999,428053,106996778,2036591,276.756,6,2020-06-05T00:00:00.000,124.91
All Campuses,, , ,2020,6,6, ,538022.17,141531.21,190097.34,119.71,774.35,153721,38430171,14686,191013,47741045,18249,10024,2505281,958,354757,88676497,1572435,215.295,7,2020-06-06T00:00:00.000,119.71
All Campuses,, , ,2020,6,7, ,501352.04,143464.03,184421.02,127.08,740.38,143243,35810875,13685,185309,46315495,17704,10641,2659650,1017,339194,84786019,1523505,194.329,1,2020-06-07T00:00:00.000,127.08
All Campuses,, , ,2020,6,8, ,503302.63,147070.46,184622.73,150.65,746.34,143801,35950202,13739,185512,46366151,17724,12615,3152900,1205,341927,85469253,1525308,193.429,2,2020-06-08T00:00:00.000,150.65
All Campuses,, , ,2020,6,9, ,517666.8,138166.86,181169.65,153.44,748.24,147905,36976215,14131,182042,45498946,17392,12849,3211325,1228,342795,85686486,1499063,206.071,3,2020-06-09T00:00:00.000,153.44
All Campuses,, , ,2020,6,10, ,543679.65,136607.95,198372.4,147.11,801.03,155337,38834276,14841,199328,49819245,19044,12318,3078745,1177,366983,91732267,1639181,220.984,4,2020-06-10T00:00:00.000,147.11
All Campuses,, , ,2020,6,11, ,561438.64,126570.01,215119.84,138.25,847.22,160411,40102776,15326,216156,54025197,20652,11576,2893248,1106,388143,97021221,1774864,236.136,5,2020-06-11T00:00:00.000,138.25
All Campuses,, , ,2020,6,12, ,569858.38,130866.49,225493.61,126.98,873.16,162817,40704186,15555,226579,56630465,21647,10633,2657524,1016,400029,99992176,1858661,238.375,6,2020-06-12T00:00:00.000,126.98
All Campuses,, , ,2020,6,13, ,553445.73,130018.42,202096,137.95,813.62,158127,39531854,15107,203069,50754390,19401,11551,2887104,1104,372748,93173348,1669906,229.914,7,2020-06-13T00:00:00.000,137.95
All Campuses,, , ,2020,6,14, ,514874.48,135270.39,198485.35,141.25,782.25,147107,36776763,14055,199441,49847610,19055,11828,2956166,1130,358376,89580539,1637318,206.121,1,2020-06-14T00:00:00.000,141.25
All Campuses,, , ,2020,6,15, ,560663.11,133199.54,225809.24,130.84,868.82,160189,40047381,15304,226897,56709733,21678,10956,2738206,1047,398042,99495320,1860303,232.112,2,2020-06-15T00:00:00.000,130.84
All Campuses,, , ,2020,6,16, ,585104.39,135010.6,224996.48,134.84,883.02,167173,41793187,15972,226080,56505615,21600,11291,2821989,1079,404543,101120792,1856148,244.396,3,2020-06-16T00:00:00.000,134.84
All Campuses,, , ,2020,6,17, ,577394.06,138517.51,215700.21,130.02,856.94,164970,41242449,15761,216739,54170952,20707,10887,2721131,1040,392596,98134533,1781038,238.314,4,2020-06-17T00:00:00.000,130.02
All Campuses,, , ,2020,6,18, ,566232.62,132704.73,214917.33,138.78,849.86,161781,40445204,15456,215952,53974338,20632,11621,2904498,1110,389354,97324040,1773704,235.416,5,2020-06-18T00:00:00.000,138.78
All Campuses,, , ,2020,6,19, ,570029.42,134517.98,220111.84,136.15,863.14,162866,40716403,15560,221172,55278888,21131,11401,2849411,1089,395438,98844702,1815624,236.486,6,2020-06-19T00:00:00.000,136.15
All Campuses,, , ,2020,6,20, ,568403.75,130851.62,209383.36,130.74,837.61,162401,40600284,15516,210392,52584537,20101,10947,2736084,1046,383740,95920905,1729640,237.588,7,2020-06-20T00:00:00.000,130.74
All Campuses,, , ,2020,6,21, ,552142.23,129626.54,215014.99,126.73,839.09,157755,39438746,15072,216050,53998865,20641,10611,2652166,1014,384417,96089777,1773131,229.44,1,2020-06-21T00:00:00.000,126.73
All Campuses,, , ,2020,6,22, ,582102.25,129747.6,244964.85,127.85,923.66,166315,41578749,15890,246144,61520473,23517,10705,2675601,1023,423164,105774823,2015606,245.632,2,2020-06-22T00:00:00.000,127.85
All Campuses,, , ,2020,6,23, ,601784.23,129901.55,240517.75,129.22,926.43,171938,42984605,16427,241676,60403627,23090,10820,2704380,1034,424434,106092613,1981918,256.235,3,2020-06-23T00:00:00.000,129.22
All Campuses,, , ,2020,6,24, ,599215.33,124604.97,240689.51,124.04,924.26,171204,42801112,16357,241848,60446765,23106,10386,2595898,992,423439,105843775,1983045,257.718,4,2020-06-24T00:00:00.000,124.04
All Campuses,, , ,2020,6,25, ,605605,104408.04,241916.47,127.63,931.59,173030,43257517,16531,243081,60754901,23224,10687,2671140,1021,426799,106683558,1993475,272.169,5,2020-06-25T00:00:00.000,127.63
All Campuses,, , ,2020,6,26, ,594592.45,115402.06,239274.95,127.86,918.97,169884,42470906,16231,240427,60091512,22970,10706,2675918,1023,421017,105238336,1971286,260.203,6,2020-06-26T00:00:00.000,127.86
All Campuses,, , ,2020,6,27, ,585122.54,119419.45,222392.24,116.84,874.03,167178,41794484,15972,223463,55851587,21350,9784,2445307,935,400425,100091379,1835314,252.877,7,2020-06-27T00:00:00.000,116.84
All Campuses,, , ,2020,6,28, ,550226.98,128492.38,213408.22,116.68,832.53,157208,39301943,15020,214436,53595342,20487,9770,2441885,933,381414,95339170,1760092,228.994,1,2020-06-28T00:00:00.000,116.68
All Campuses,, , ,2020,6,29, ,554344.61,134627.73,224542.62,120.39,860.2,158384,39596060,15132,225624,56391634,21556,10081,2519635,963,394089,98507329,1849563,227.907,2,2020-06-29T00:00:00.000,120.39
All Campuses,, , ,2020,6,30, ,544080.28,131748.64,216375.97,120.37,835.88,155452,38862892,14852,217418,54340660,20772,10079,2519212,963,382949,95722764,1783244,223.898,3,2020-06-30T00:00:00.000,120.37
All Campuses,, , ,2020,7,1, ,553783.44,124590.62,224199.72,122.22,859.43,158224,39555976,15117,225279,56305516,21523,10234,2557912,978,393737,98419404,1846766,233.042,4,2020-07-01T00:00:00.000,122.22
All Campuses,, , ,2020,7,2, ,593233.54,115538.94,245383.19,117.18,929.57,169495,42373842,16193,246565,61625534,23557,9812,2452423,937,425872,106451799,2020020,259.388,5,2020-07-02T00:00:00.000,117.18
All Campuses,, , ,2020,7,3, ,622992.18,115245.38,267131.23,115.98,995.61,177998,44499459,17006,268417,67087337,25645,9712,2427285,928,456127,114014081,2196860,275.7,6,2020-07-03T00:00:00.000,115.98
All Campuses,, , ,2020,7,4, ,633869.46,122844.17,259398.99,116.48,985.53,181106,45276408,17303,260648,65145463,24902,9754,2437768,932,451507,112859640,2136047,277.479,7,2020-07-04T00:00:00.000,116.48
All Campuses,, , ,2020,7,5, ,589398.29,106260.94,245558.63,114.16,927.01,168400,42099895,16089,246741,61669595,23574,9559,2389200,913,424700,106158690,2021055,262.352,1,2020-07-05T00:00:00.000,114.16
All Campuses,, , ,2020,7,6, ,612362.44,104139.33,271158.44,115.6,997.74,174961,43740192,16716,272464,68098729,26031,9680,2419421,925,457105,114258342,2228057,275.974,2,2020-07-06T00:00:00.000,115.6
All Campuses,, , ,2020,7,7, ,640108.83,106646.58,275665.34,113.79,1024.6,182888,45722078,17473,276993,69230593,26464,9528,2381466,910,469409,117334136,2266776,289.657,3,2020-07-07T00:00:00.000,113.79
All Campuses,, , ,2020,7,8, ,668513.6,117503.48,294446,112.99,1083.35,191004,47750990,18248,295864,73947169,28267,9461,2364766,904,496329,124062925,2419747,299.202,4,2020-07-08T00:00:00.000,112.99
All Campuses,, , ,2020,7,9, ,648368.84,117486.44,285012.59,111.16,1049.77,185248,46312079,17699,286385,71578061,27361,9308,2326362,889,480941,120216502,2342346,288.285,5,2020-07-09T00:00:00.000,111.16
All Campuses,, , ,2020,7,10, ,670404.41,113570.28,292484.72,112.06,1080.06,191544,47886048,18300,293893,73454612,28079,9383,2345234,896,494820,123685895,2404239,302.47,6,2020-07-10T00:00:00.000,112.06
All Campuses,, , ,2020,7,11, ,672020.65,112809.24,282395.99,111.49,1058.84,192006,48001494,18344,283756,70920929,27110,9335,2333259,892,485097,121255682,2323684,303.658,7,2020-07-11T00:00:00.000,111.49
All Campuses,, , ,2020,7,12, ,659664.17,106431.46,300752.72,113.33,1091.73,188475,47118888,18007,302201,75531038,28872,9490,2371816,907,500166,125021741,2469351,300.406,1,2020-07-12T00:00:00.000,113.33
All Campuses,, , ,2020,7,13, ,701816.06,94422.41,328673.97,113.8,1179.34,200519,50129739,19157,330257,82543182,31553,9529,2381578,910,540304,135054499,2696767,329.808,2,2020-07-13T00:00:00.000,113.8
All Campuses,, , ,2020,7,14, ,691181.9,115364.04,317084.42,114.73,1147.46,197481,49370156,18867,318611,79632580,30440,9607,2401040,918,525698,131403776,2603030,312.665,3,2020-07-14T00:00:00.000,114.73
All Campuses,, , ,2020,7,15, ,672028.07,117583.93,303897.28,115.6,1106.75,192008,48002024,18344,305361,76320762,29174,9679,2419244,925,507048,126742030,2495695,301.067,4,2020-07-15T00:00:00.000,115.6
All Campuses,, , ,2020,7,16, ,662071.55,113890.81,302286.07,115.97,1097.07,189163,47290844,18073,303742,75916124,29019,9710,2426967,928,502615,125633936,2481850,297.654,5,2020-07-16T00:00:00.000,115.97
All Campuses,, , ,2020,7,17, ,645614.03,108772.34,296583.97,112.84,1073.73,184461,46115306,17623,298012,74484098,28472,9448,2361471,903,491921,122960875,2434653,291.491,6,2020-07-17T00:00:00.000,112.84
All Campuses,, , ,2020,7,18, ,606994.94,113600.58,269324.24,112.62,989.82,173427,43356799,16569,270621,67638089,25855,9430,2356884,901,453478,113351772,2212868,267.913,7,2020-07-18T00:00:00.000,112.62
All Campuses,, , ,2020,7,19, ,621041.8,89037.91,271705.13,112.52,1003.79,177441,44360146,16953,273013,68236028,26084,9422,2354922,900,459876,114951095,2233264,288.875,1,2020-07-19T00:00:00.000,112.52
All Campuses,, , ,2020,7,20, ,629787.37,51587,272605.91,115.46,1011.76,179939,44984830,17191,273919,68462247,26170,9668,2416436,924,463526,115863513,2241310,313.96,2,2020-07-20T00:00:00.000,115.46
All Campuses,, , ,2020,7,21, ,644784.88,104567.8,282682.23,114.57,1043.04,184224,46056081,17601,284043,70992815,27137,9593,2397729,917,477861,119446625,2323360,293.341,3,2020-07-21T00:00:00.000,114.57
All Campuses,, , ,2020,7,22, ,690304.25,117152.05,317727.12,117.76,1148.87,197230,49307466,18843,319257,79793988,30502,9860,2464459,942,526347,131565913,2608088,311.233,4,2020-07-22T00:00:00.000,117.76
All Campuses,, , ,2020,7,23, ,687929.68,94517.69,326514.53,121.45,1167.34,196551,49137854,18778,328087,82000859,31345,10170,2541738,972,534808,133680451,2678159,322.23,5,2020-07-23T00:00:00.000,121.45
All Campuses,, , ,2020,7,24, ,663443.02,113449.76,310835.93,124.33,1118.21,189555,47388806,18110,312333,78063334,29840,10410,2601927,995,512298,128054068,2550381,298.646,6,2020-07-24T00:00:00.000,124.33
All Campuses,, , ,2020,7,25, ,619702.91,119395.75,279131.93,123.63,1021.27,177058,44264511,16916,280476,70101194,26797,10352,2587301,989,467886,116953007,2292550,271.676,7,2020-07-25T00:00:00.000,123.63
All Campuses,, , ,2020,7,26, ,632964.6,122632.28,274106.35,119.4,1017.75,180847,45211775,17278,275426,68839070,26314,9998,2498911,955,466271,116549756,2253619,277.1,1,2020-07-26T00:00:00.000,119.4
All Campuses,, , ,2020,7,27, ,704044.63,119234.41,328005.72,119.71,1180.34,201156,50288922,19218,329585,82375356,31489,10023,2505241,958,540764,135169519,2691636,317.558,2,2020-07-27T00:00:00.000,119.71
All Campuses,, , ,2020,7,28, ,712704.21,116991.15,327418.86,119.27,1184.38,203630,50907464,19455,328995,82227972,31432,9987,2496220,954,542613,135631655,2687772,323.464,3,2020-07-28T00:00:00.000,119.27
All Campuses,, , ,2020,7,29, ,673352.27,119846.18,292519.83,113.73,1082.28,192386,48096610,18380,293928,73463430,28082,9523,2380195,910,495838,123940235,2404803,300.552,4,2020-07-29T00:00:00.000,113.73
All Campuses,, , ,2020,7,30, ,695501.32,121061.35,319324.57,112.06,1154.58,198715,49678686,18985,320862,80195174,30655,9384,2345337,897,528961,132219197,2621366,311.927,5,2020-07-30T00:00:00.000,112.06
All Campuses,, , ,2020,7,31, ,696694.07,117948.99,342670.48,111.82,1206.47,199055,49763882,19018,344320,86058263,32896,9363,2340115,895,552739,138162260,2808247,314.264,6,2020-07-31T00:00:00.000,111.82
All Campuses,, , ,2020,8,1, ,705852.98,116379.34,380216.41,115.5,1295.2,201672,50418090,19268,382047,95487548,36501,9671,2417182,924,593391,148322821,3109493,320.08,7,2020-08-01T00:00:00.000,115.5
All Campuses,, , ,2020,8,2, ,665779.23,76822.35,345008.51,116.96,1193.26,190223,47555679,18174,346670,86645437,33121,9793,2447692,936,546686,136648807,2823984,319.79,1,2020-08-02T00:00:00.000,116.96
All Campuses,, , ,2020,8,3, ,699974.05,112434.53,361727.53,118.92,1251.61,199993,49998167,19107,363469,90844253,34726,9957,2488712,951,573419,143331131,2961018,319.028,2,2020-08-03T00:00:00.000,118.92
All Campuses,, , ,2020,8,4, ,669116.11,109831.97,325233.26,118.7,1152.29,191176,47794027,18265,326799,81679081,31222,9940,2484282,950,527915,131957390,2666103,303.695,3,2020-08-04T00:00:00.000,118.7
All Campuses,, , ,2020,8,5, ,674080.92,118044.7,323645.98,122.69,1152.64,192595,48148656,18400,325204,81280452,31070,10273,2567713,982,528072,131996821,2653882,301.94,4,2020-08-05T00:00:00.000,122.69
All Campuses,, , ,2020,8,6, ,632349.05,117700.34,287677.35,122.59,1047.71,180671,45167807,17261,289063,72247289,27617,10265,2565683,981,479999,119980780,2362127,279.452,5,2020-08-06T00:00:00.000,122.59
All Campuses,, , ,2020,8,7, ,627837.09,114818.79,293356.64,117.97,1056.5,179382,44845524,17138,294769,73673586,28162,9878,2468943,944,484029,120988054,2407128,278.568,6,2020-08-07T00:00:00.000,117.97
All Campuses,, , ,2020,8,8, ,601675.04,111540.21,281702.76,117.9,1014.62,171907,42976806,16424,283059,70746832,27043,9873,2467548,943,464839,116191186,2311386,266.136,7,2020-08-08T00:00:00.000,117.9
All Campuses,, , ,2020,8,9, ,605630.37,112482.26,277143.87,120.1,1007.49,173037,43259329,16532,278478,69601912,26606,10057,2513601,961,461573,115374842,2275295,267.784,1,2020-08-09T00:00:00.000,120.1
All Campuses,, , ,2020,8,10, ,640879.27,115768.27,306582.59,119.17,1093.86,183108,45777109,17494,308059,76995151,29432,9979,2494097,953,501146,125266356,2514187,285.13,2,2020-08-10T00:00:00.000,119.17
All Campuses,, , ,2020,8,11, ,675228.51,111166.3,327136.12,118.2,1160.18,192922,48230627,18432,328711,82156964,31405,9897,2473715,946,531531,132861306,2681912,306.271,3,2020-08-11T00:00:00.000,118.2
All Campuses,, , ,2020,8,12, ,722099.59,111179.61,356343.8,120.57,1253.91,206314,51578563,19711,358060,89492182,34209,10096,2523426,965,574470,143594170,2920073,331.657,4,2020-08-12T00:00:00.000,120.57
All Campuses,, , ,2020,8,13, ,718213.83,103536.25,355346.13,118.4,1248.9,205204,51301008,19605,357057,89241628,34113,9914,2477934,947,572175,143020570,2911718,333.766,5,2020-08-13T00:00:00.000,118.4
All Campuses,, , ,2020,8,14, ,703249.4,108360.85,340168.29,118.13,1206.23,200928,50232120,19197,341806,85429865,32656,9892,2472276,945,552626,138134261,2788859,323.038,6,2020-08-14T00:00:00.000,118.13
All Campuses,, , ,2020,8,15, ,679923.88,112080.18,340516.47,116.99,1192.24,194264,48566011,18560,342156,85517306,32690,9796,2448473,936,546216,136531789,2789405,308.342,7,2020-08-15T00:00:00.000,116.99
All Campuses,, , ,2020,8,16, ,700883.47,105503.63,345586.68,118.51,1216.71,200252,50063125,19132,347251,86790639,33176,9924,2480301,948,557427,139334065,2831979,323.287,1,2020-08-16T00:00:00.000,118.51
All Campuses,, , ,2020,8,17, ,714729.33,104110.15,346346.69,119.46,1227.18,204208,51052115,19510,348014,86981508,33249,10003,2500050,956,562225,140533673,2839389,331.564,2,2020-08-17T00:00:00.000,119.46
All Campuses,, , ,2020,8,18, ,708204.32,100316.69,334843.2,120.59,1198.09,202344,50586043,19332,336455,84092521,32145,10098,2523854,965,548898,137202418,2746735,330.093,3,2020-08-18T00:00:00.000,120.59
All Campuses,, , ,2020,8,19, ,722051.33,102550.78,338644.91,120.09,1214.98,206300,51575116,19710,340276,85047282,32510,10056,2513388,961,556632,139135785,2778478,336.398,4,2020-08-19T00:00:00.000,120.09
All Campuses,, , ,2020,8,20, ,775277.75,91479.41,375070.69,125.79,1329.1,221508,55377005,21163,376877,94195252,36007,10533,2632579,1006,608918,152204836,3074993,371.298,5,2020-08-20T00:00:00.000,125.79
All Campuses,, , ,2020,8,21, ,709253.66,74825.27,360660.24,131.59,1257.37,202644,50660996,19360,362397,90576212,34623,11018,2753930,1053,576059,143991138,2953372,344.493,6,2020-08-21T00:00:00.000,131.59
All Campuses,, , ,2020,8,22, ,689110.65,107056.03,358884.71,129.98,1240.62,196889,49222209,18811,360613,90130307,34453,10884,2720322,1040,568386,142072838,2937234,316.049,7,2020-08-22T00:00:00.000,129.98
All Campuses,, , ,2020,8,23, ,700861.95,104973.72,341747,128,1210.01,200246,50061588,19131,343393,85826341,32808,10718,2678909,1024,554357,138566838,2801261,323.569,1,2020-08-23T00:00:00.000,128
All Campuses,, , ,2020,8,24, ,728733.56,99952.49,351362.05,124.11,1247.77,208210,52052418,19892,353054,88241064,33731,10392,2597406,993,571656,142890888,2880856,341.43,2,2020-08-24T00:00:00.000,124.11
All Campuses,, , ,2020,8,25, ,727962.75,92011.66,345245.95,123.98,1233.85,207989,51997360,19871,346908,86705068,33144,10382,2594742,992,565279,141297171,2831854,345.305,3,2020-08-25T00:00:00.000,123.98
All Campuses,, , ,2020,8,26, ,728028.82,86107.17,345120.69,126.19,1234.02,208008,52002080,19873,346782,86673610,33132,10567,2641030,1010,565357,141316719,2830858,348.558,4,2020-08-26T00:00:00.000,126.19
All Campuses,, , ,2020,8,27, ,740726.52,94139.3,350621.05,126.82,1254.12,211636,52909059,20220,352309,88054969,33660,10619,2654138,1015,574565,143618166,2876080,351.099,5,2020-08-27T00:00:00.000,126.82
All Campuses,, , ,2020,8,28, ,690643.38,88925.15,330777.4,124.96,1179.02,197327,49331690,18852,332370,83071436,31755,10464,2615288,1000,540161,135018414,2712523,326.733,6,2020-08-28T00:00:00.000,124.96
All Campuses,, , ,2020,8,29, ,678003.28,97278.66,336246.6,127.42,1183.58,193715,48428825,18507,337866,84444971,32280,10669,2666614,1019,542250,135540410,2755063,315.331,7,2020-08-29T00:00:00.000,127.42
All Campuses,, , ,2020,8,30, ,646816.61,105009.73,313605.37,131.27,1115.18,184805,46201205,17656,315115,78758853,30106,10992,2747190,1050,510912,127707247,2570941,294.221,1,2020-08-30T00:00:00.000,131.27
All Campuses,, , ,2020,8,31, ,679780.21,115782.93,321763.99,132.53,1153.86,194223,48555749,18556,323313,80807809,30889,11097,2773557,1060,528633,132137115,2639374,306.24,2,2020-08-31T00:00:00.000,132.53
All Campuses,, , ,2020,9,1, ,703884.3,106647.29,333826.14,132,1195.25,201110,50277470,19214,335434,83837097,32047,11053,2762488,1056,547596,136877055,2738185,324.296,3,2020-09-01T00:00:00.000,132
All Campuses,, , ,2020,9,2, ,716353.31,110566.96,344569.72,126.44,1225.57,204672,51168114,19554,346229,86535238,33079,10588,2646258,1012,561489,140349611,2825329,328.935,4,2020-09-02T00:00:00.000,126.44
All Campuses,, , ,2020,9,3, ,697981.77,110049.98,324166.39,122.65,1168.68,199423,49855861,19053,325727,81411147,31120,10270,2566812,981,535420,133833819,2660339,319.24,5,2020-09-03T00:00:00.000,122.65
All Campuses,, , ,2020,9,4, ,670910.76,112421.78,304902.8,120.22,1109.1,191689,47922217,18314,306371,76573290,29271,10067,2516108,962,508127,127011614,2503632,303.26,6,2020-09-04T00:00:00.000,120.22
All Campuses,, , ,2020,9,5, ,623770.19,109919.5,280402.18,114.33,1024.89,178220,44555031,17027,281752,70420204,26919,9573,2392770,915,469546,117368005,2303102,279.017,7,2020-09-05T00:00:00.000,114.33
All Campuses,, , ,2020,9,6, ,643686.35,109496.9,282154.19,115.3,1041.34,183910,45977615,17571,283513,70860204,27087,9655,2413139,922,477078,119250958,2319030,290.071,1,2020-09-06T00:00:00.000,115.3
All Campuses,, , ,2020,9,7, ,641862.19,107564.56,298083.13,119.57,1075.91,183389,45847318,17521,299518,74860597,28616,10012,2502360,957,492920,123210275,2446286,290.091,2,2020-09-07T00:00:00.000,119.57
All Campuses,, , ,2020,9,8, ,703770.03,77883.04,319472.34,134.88,1164.23,201077,50269308,19211,321011,80232282,30669,11294,2822824,1079,533382,133324414,2623344,339.852,3,2020-09-08T00:00:00.000,134.88
All Campuses,, , ,2020,9,9, ,576058.69,125285.22,212198.62,146.32,851.41,164588,41147066,15725,213220,53291560,20371,12252,3062189,1171,390060,97500816,1752898,244.76,4,2020-09-09T00:00:00.000,146.32
All Campuses,, , ,2020,9,10, ,566083.14,121010.08,208774.96,142.23,836.93,161738,40434526,15452,209780,52431744,20042,11909,2976561,1138,383428,95842832,1724551,241.675,5,2020-09-10T00:00:00.000,142.23
