campus,bldgno,bldgname,tstamp,Year,Month,Day,Hour,KW,KWS,CHWTON,HTmmBTU,Combined Tons Carbon,KW#Houses,KWlightbulbs,KWgalsgas,CHWTON#Houses,CHWTONlightbulbs,CHWTONgalsgas,HTmmBTU#Houses,HTmmBTUlightbulbs,HTmmBTUgalsgas,Total#Houses,Totallightbulbs,Totalgalsgas,GHG,DOW,tstamp2,total
All Campuses,, , ,2020,1,11, ,479571.8,76134.86,68547.94,313,506.66,137021,34255143,13091,68878,17215130,6581,26209,6550672,2504,232108,58020944,594450,219.064,7,2020-01-11T00:00:00.000,313
All Campuses,, , ,2020,1,12, ,482517.41,75426.56,66599.53,309.05,503.5,137862,34465543,13171,66920,16725807,6394,25878,6467837,2472,230660,57659186,579146,221.044,1,2020-01-12T00:00:00.000,309.05
All Campuses,, , ,2020,1,13, ,549960.45,75648.26,81099.38,313.57,578.19,157132,39282905,15012,81490,20367299,7786,26256,6562456,2509,264878,66212660,701619,257.536,2,2020-01-13T00:00:00.000,313.57
All Campuses,, , ,2020,1,14, ,550483.87,69972.67,87025.38,295.7,588.25,157281,39320292,15027,87444,21855553,8354,24761,6188589,2366,269486,67364435,749075,260.919,3,2020-01-14T00:00:00.000,295.7
All Campuses,, , ,2020,1,15, ,539429.38,52865.04,93834.52,275.48,592.59,154123,38530685,14725,94286,23565601,9008,23067,5765360,2204,271476,67861646,802485,264.206,4,2020-01-15T00:00:00.000,275.48
All Campuses,, , ,2020,1,16, ,558205.68,21376.09,88204.72,254.14,588.06,159487,39871850,15237,88629,22151733,8468,21281,5318812,2033,269397,67342394,759247,291.501,5,2020-01-16T00:00:00.000,254.14
All Campuses,, , ,2020,1,17, ,550385.12,75040.2,86863.63,263.19,581.89,157253,39313238,15024,87282,21814932,8339,22038,5508113,2106,266573,66636283,747769,258.106,6,2020-01-17T00:00:00.000,263.19
All Campuses,, , ,2020,1,18, ,503096.81,76418.46,86662.28,242.37,548.15,143742,35935501,13733,87080,21764366,8320,20294,5072334,1939,251116,62772201,741616,231.678,7,2020-01-18T00:00:00.000,242.37
All Campuses,, , ,2020,1,19, ,501763.64,76108.38,98148.49,226.66,569.64,143361,35840275,13697,98621,24649011,9422,18979,4743526,1813,260961,65232811,833376,231.144,1,2020-01-19T00:00:00.000,226.66
All Campuses,, , ,2020,1,20, ,513618.88,36144.61,107824.39,204.03,594.12,146748,36687078,14020,108344,27079018,10351,17084,4270021,1632,272176,68036116,911919,259.294,2,2020-01-20T00:00:00.000,204.03
All Campuses,, , ,2020,1,21, ,562202.46,14466.82,92401.52,228.34,595.04,160629,40157335,15346,92846,23205717,8871,19120,4778798,1827,272596,68141849,793203,297.416,3,2020-01-21T00:00:00.000,228.34
All Campuses,, , ,2020,1,22, ,558917.63,78803.11,98354.37,231.63,606.65,159691,39922704,15257,98828,24700716,9442,19395,4847643,1853,277914,69471063,840510,260.693,4,2020-01-22T00:00:00.000,231.63
All Campuses,, , ,2020,1,23, ,553656.02,92561.55,98037.89,235.39,603.36,158187,39546875,15113,98510,24621236,9412,19710,4926267,1883,276407,69094377,837474,250.359,5,2020-01-23T00:00:00.000,235.39
All Campuses,, , ,2020,1,24, ,550446.8,79670.24,104217.64,226.98,613.37,157271,39317644,15026,104719,26173219,10005,19006,4750234,1816,280996,70241097,886603,255.629,6,2020-01-24T00:00:00.000,226.98
All Campuses,, , ,2020,1,25, ,531393.88,89260.7,94481.16,237.42,582.04,151827,37956721,14505,94936,23727999,9070,19880,4968797,1899,266643,66653516,806883,240.079,7,2020-01-25T00:00:00.000,237.42
All Campuses,, , ,2020,1,26, ,509128.63,88987.71,94028.61,233.54,566.45,145465,36366345,13898,94481,23614346,9027,19555,4887635,1868,259502,64868326,801125,228.143,1,2020-01-26T00:00:00.000,233.54
All Campuses,, , ,2020,1,27, ,552861.05,94624.93,109224.02,230.52,626.5,157960,39490091,15091,109750,27430520,10486,19302,4824382,1844,287013,71744993,926886,248.816,2,2020-01-27T00:00:00.000,230.52
All Campuses,, , ,2020,1,28, ,564770.04,93680.25,96077.74,247.54,608.21,161363,40340734,15417,96540,24128964,9223,20727,5180524,1980,278631,69650221,822861,255.798,3,2020-01-28T00:00:00.000,247.54
All Campuses,, , ,2020,1,29, ,541280.27,46268.07,82438.85,270.29,567.81,154652,38662892,14775,82836,20703693,7914,22632,5656648,2162,260120,65023233,711497,268.78,4,2020-01-29T00:00:00.000,270.29
All Campuses,, , ,2020,1,30, ,533140.15,81652.56,87717.19,267.91,573.87,152326,38081455,14553,88140,22029296,8421,22433,5606832,2143,262898,65717583,752942,245.163,5,2020-01-30T00:00:00.000,267.91
All Campuses,, , ,2020,1,31, ,547785.89,97754.14,93618.49,271.38,596.58,156510,39127579,14953,94069,23511347,8987,22724,5679477,2171,273303,68318403,801559,244.372,6,2020-01-31T00:00:00.000,271.38
All Campuses,, , ,2020,2,1, ,525903.25,95603.17,98102.49,251.87,589.2,150258,37564533,14356,98575,24637460,9418,21090,5271275,2015,269923,67473268,835328,233.652,7,2020-02-01T00:00:00.000,251.87
All Campuses,, , ,2020,2,2, ,501575.16,98799.54,97907.57,228.99,569.42,143307,35826812,13691,98379,24588508,9399,19174,4792416,1832,260861,65207736,831431,218.701,1,2020-02-02T00:00:00.000,228.99
All Campuses,, , ,2020,2,3, ,548004.74,63872.62,88509.52,290.44,589,156573,39143212,14959,88936,22228281,8497,24320,6078474,2324,269828,67449966,760710,262.882,2,2020-02-03T00:00:00.000,290.44
All Campuses,, , ,2020,2,4, ,563642.69,105439.85,68179.92,371.74,569.03,161041,40260208,15386,68508,17122705,6545,31127,7779863,2974,260676,65162777,599583,248.804,3,2020-02-04T00:00:00.000,371.74
All Campuses,, , ,2020,2,5, ,568775.16,80249.29,63347.16,377.76,562.73,162507,40626813,15526,63652,15909006,6081,31632,7905911,3022,257791,64441729,561414,265.281,4,2020-02-05T00:00:00.000,377.76
All Campuses,, , ,2020,2,6, ,561978.9,102688.32,66709.37,362.44,563.06,160565,40141366,15340,67031,16753392,6404,30349,7585351,2900,257945,64480109,587658,249.396,5,2020-02-06T00:00:00.000,362.44
All Campuses,, , ,2020,2,7, ,563707.92,104930.14,76423.72,319.94,577.68,161059,40264867,15388,76792,19193053,7337,26790,6695734,2559,264641,66153654,665534,249.107,6,2020-02-07T00:00:00.000,319.94
All Campuses,, , ,2020,2,8, ,528162.48,103772.37,83268.38,273.9,562.1,150904,37725907,14417,83669,20912021,7994,22935,5732208,2191,257507,64370136,716874,230.445,7,2020-02-08T00:00:00.000,273.9
All Campuses,, , ,2020,2,9, ,504133.89,76216.42,85979.62,253.8,549.39,144038,36009578,13761,86394,21592922,8254,21252,5311717,2030,251684,62914216,736256,232.356,1,2020-02-09T00:00:00.000,253.8
All Campuses,, , ,2020,2,10, ,551668.25,70729.28,97940.19,259.12,606.24,157620,39404891,15059,98412,24596698,9402,21697,5422895,2073,277728,69424484,836504,261.156,2,2020-02-10T00:00:00.000,259.12
All Campuses,, , ,2020,2,11, ,567825.44,77322.82,81470.35,286.38,585.18,162236,40558977,15500,81863,20460465,7821,23980,5993563,2291,268079,67013005,706299,266.336,3,2020-02-11T00:00:00.000,286.38
All Campuses,, , ,2020,2,12, ,565239.95,106512.03,79967.08,287.98,580.57,161497,40374298,15429,80352,20082934,7677,24114,6027037,2304,265963,66484269,694025,249.102,4,2020-02-12T00:00:00.000,287.98
All Campuses,, , ,2020,2,13, ,560817.41,107681.83,85210.55,281.81,588.18,160234,40058402,15309,85621,21399778,8180,23597,5897784,2254,269451,67355964,735547,246.052,5,2020-02-13T00:00:00.000,281.81
All Campuses,, , ,2020,2,14, ,555712.28,101800.96,91363.22,261.51,594.78,158775,39693750,15169,91803,22944960,8771,21897,5472945,2092,272475,68111655,784277,246.462,6,2020-02-14T00:00:00.000,261.51
All Campuses,, , ,2020,2,15, ,533744.93,110287.6,87825.6,251.19,571.43,152499,38124653,14570,88248,22056520,8431,21033,5256989,2010,261780,65438162,753866,229.94,7,2020-02-15T00:00:00.000,251.19
All Campuses,, , ,2020,2,16, ,509460.1,108806.4,90102.84,249.7,561,145560,36390022,13907,90537,22628427,8650,20908,5225729,1998,257005,64244178,769752,217.557,1,2020-02-16T00:00:00.000,249.7
All Campuses,, , ,2020,2,17, ,564680.3,108140.9,106881.85,239.34,630.35,161337,40334323,15414,107396,26842309,10261,20041,5009076,1915,288775,72185707,909284,247.902,2,2020-02-17T00:00:00.000,239.34
All Campuses,, , ,2020,2,18, ,593920.19,104122.02,116602.78,226.94,667.64,169691,42422887,16212,117164,29283621,11194,19002,4749391,1815,305858,76455899,989857,265.948,3,2020-02-18T00:00:00.000,226.94
All Campuses,, , ,2020,2,19, ,599420.17,101986.94,126858.81,220.15,692.32,171263,42815743,16362,127470,31859320,12178,18434,4607468,1761,317167,79282531,1072432,270.112,4,2020-02-19T00:00:00.000,220.15
All Campuses,, , ,2020,2,20, ,599257.08,101986,133493.02,219.86,706.72,171216,42804094,16358,134136,33525438,12815,18410,4601295,1759,323762,80930827,1125490,270.02,5,2020-02-20T00:00:00.000,219.86
All Campuses,, , ,2020,2,21, ,593431.22,72161.93,140804.48,198.94,715.29,169552,42387961,16199,141482,35361636,13517,16658,4163557,1592,327693,81913154,1183420,283.056,6,2020-02-21T00:00:00.000,198.94
All Campuses,, , ,2020,2,22, ,566983.7,34973.75,121252.97,226.89,661.03,161995,40498852,15477,121837,30451470,11640,18999,4748442,1815,302831,75698764,1024472,288.884,7,2020-02-22T00:00:00.000,226.89
All Campuses,, , ,2020,2,23, ,516245.78,80801.82,89945.26,244.83,564,147499,36874714,14092,90378,22588852,8635,20501,5123942,1959,258378,64587508,769142,236.431,1,2020-02-23T00:00:00.000,244.83
All Campuses,, , ,2020,2,24, ,565481.52,115270.9,109834.18,237.48,636.99,161566,40391553,15436,110363,27583757,10544,19885,4970114,1900,291815,72945424,932979,244.468,2,2020-02-24T00:00:00.000,237.48
All Campuses,, , ,2020,2,25, ,572264.97,124672.36,101070.75,270.98,628.12,163504,40876086,15621,101557,25382907,9703,22690,5671177,2168,287752,71930170,863526,243.043,3,2020-02-25T00:00:00.000,270.98
All Campuses,, , ,2020,2,26, ,555721.23,124961.87,88630.99,303.34,596.43,158777,39694389,15170,89058,22258786,8509,25400,6348388,2427,273235,68301563,762424,233.898,4,2020-02-26T00:00:00.000,303.34
All Campuses,, , ,2020,2,27, ,562709.42,111262.01,108013.53,264.48,636.2,160774,40193546,15360,108534,27126519,10369,22146,5535127,2116,291454,72855192,918151,245.104,5,2020-02-27T00:00:00.000,264.48
All Campuses,, , ,2020,2,28, ,555311.16,62596.81,115348.32,227.46,640.9,158660,39665099,15158,115904,28968578,11073,19046,4760367,1820,293610,73394044,976115,267.547,6,2020-02-28T00:00:00.000,227.46
All Campuses,, , ,2020,2,29, ,538453.27,111409.68,116078.73,218.84,630.41,153844,38460963,14698,116638,29152011,11144,18325,4580014,1751,288806,72192988,980339,231.889,7,2020-02-29T00:00:00.000,218.84
All Campuses,, , ,2020,3,1, ,506985.3,120003.96,111379.95,216.56,600.07,144853,36213250,13839,111916,27971960,10692,18134,4532354,1733,274903,68717564,939728,210.134,1,2020-03-01T00:00:00.000,216.56
All Campuses,, , ,2020,3,2, ,541816.96,95809.31,108538.74,228.32,617.71,154805,38701227,14790,109061,27258418,10420,19118,4778424,1827,282985,70738069,920343,242.174,2,2020-03-02T00:00:00.000,228.32
All Campuses,, , ,2020,3,3, ,571755.37,119561.89,115984.63,221.16,651.4,163359,40839685,15607,116543,29128380,11135,18519,4628526,1769,298421,74596591,982783,245.54,3,2020-03-03T00:00:00.000,221.16
All Campuses,, , ,2020,3,4, ,570321.95,121500.41,113919.32,212.98,644.49,162949,40737298,15568,114468,28609697,10936,17834,4457386,1704,295251,73804381,966122,243.711,4,2020-03-04T00:00:00.000,212.98
All Campuses,, , ,2020,3,5, ,585418.72,118609.83,133465.18,200.59,694.5,167262,41815639,15980,134108,33518446,12813,16796,4197985,1605,318166,79532069,1123937,253.473,5,2020-03-05T00:00:00.000,200.59
All Campuses,, , ,2020,3,6, ,583741.65,118632.95,150591.62,188.22,728.75,166783,41695849,15934,151317,37819579,14457,15761,3939194,1506,333861,83454622,1260786,252.555,6,2020-03-06T00:00:00.000,188.22
All Campuses,, , ,2020,3,7, ,542259.81,123085.53,138018.46,182.36,674.24,154931,38732859,14802,138683,34661957,13250,15270,3816605,1459,308885,77211421,1156218,227.621,7,2020-03-07T00:00:00.000,182.36
All Campuses,, , ,2020,3,8, ,499265.35,97978.94,122403.57,188.52,614.3,142647,35661825,13628,122993,30740431,11751,15786,3945484,1508,281426,70347740,1027172,217.88,1,2020-03-08T00:00:00.000,188.52
All Campuses,, , ,2020,3,9, ,525594.68,114677.82,124851.24,188.83,636.15,150170,37542492,14347,125452,31355140,11986,15811,3951851,1511,291434,72849483,1049281,223.129,2,2020-03-09T00:00:00.000,188.83
All Campuses,, , ,2020,3,10, ,542000.75,42231.36,130614.44,184.28,658.19,154857,38714355,14795,131243,32802510,12539,15431,3856776,1474,301532,75373641,1096961,271.373,3,2020-03-10T00:00:00.000,184.28
All Campuses,, , ,2020,3,11, ,559351.34,20854.19,146766.31,199.67,707.24,159815,39953683,15269,147473,36858891,14090,16719,4178718,1597,324007,80991292,1227843,292.414,4,2020-03-11T00:00:00.000,199.67
All Campuses,, , ,2020,3,12, ,555615.72,31909.7,151099.03,194.8,713.53,158747,39686853,15167,151827,37947010,14506,16312,4076872,1558,326886,81710735,1262145,284.387,5,2020-03-12T00:00:00.000,194.8
All Campuses,, , ,2020,3,13, ,531303.89,82263.22,97908.23,237.7,589.55,151801,37950293,14503,98380,24588674,9399,19904,4974775,1902,270085,67513742,834291,243.835,6,2020-03-13T00:00:00.000,237.7
All Campuses,, , ,2020,3,14, ,493484.16,126256.74,103012.38,212.18,572.49,140995,35248883,13471,103508,25870528,9889,17767,4440600,1697,262271,65560011,871491,199.413,7,2020-03-14T00:00:00.000,212.18
All Campuses,, , ,2020,3,15, ,495980.54,126513.94,115073.97,193.48,597.08,141709,35427196,13539,115628,28899677,11047,16201,4049131,1548,273537,68376004,968221,200.624,1,2020-03-15T00:00:00.000,193.48
All Campuses,, , ,2020,3,16, ,548296.09,120917.11,126788.16,191.74,655.09,156656,39164022,14967,127399,31841579,12172,16055,4012830,1534,300110,75018431,1066956,232.073,2,2020-03-16T00:00:00.000,191.74
All Campuses,, , ,2020,3,17, ,521216.04,118422.44,120116.5,184.56,622.25,148919,37229732,14228,120695,30166059,11531,15454,3862499,1476,285068,71258290,1010983,218.702,3,2020-03-17T00:00:00.000,184.56
All Campuses,, , ,2020,3,18, ,513821.43,51361.46,94550.96,226.92,569.32,146806,36701545,14026,95006,23745529,9077,19001,4749082,1815,260813,65196156,805754,251.105,4,2020-03-18T00:00:00.000,226.92
All Campuses,, , ,2020,3,19, ,499668.9,99486.76,84451.48,243.38,541.35,142763,35690650,13639,84858,21209145,8107,20379,5093475,1947,248000,61993270,723601,217.292,5,2020-03-19T00:00:00.000,243.38
All Campuses,, , ,2020,3,20, ,509450.01,117783.32,96486.74,222.92,570.1,145557,36389301,13906,96951,24231680,9263,18666,4665307,1783,261174,65286288,820820,212.671,6,2020-03-20T00:00:00.000,222.92
All Campuses,, , ,2020,3,21, ,492212.93,131692.55,103188.36,188.6,567.78,140632,35158081,13436,103685,25914724,9906,15793,3947138,1509,260110,65019943,872774,195.765,7,2020-03-21T00:00:00.000,188.6
All Campuses,, , ,2020,3,22, ,467481.33,92517.52,103688.69,194.61,554.55,133566,33391537,12761,104188,26040379,9954,16295,4072794,1557,254049,63504709,874403,203.611,1,2020-03-22T00:00:00.000,194.61
All Campuses,, , ,2020,3,23, ,500280.1,124587.17,122303.11,184.46,613.97,142937,35734307,13656,122892,30715203,11741,15445,3860404,1476,281275,70309914,1026466,204.001,2,2020-03-23T00:00:00.000,184.46
All Campuses,, , ,2020,3,24, ,502886.14,134694.1,122141.46,192.73,616.75,143682,35920453,13727,122730,30674607,11726,16138,4033430,1542,282549,70628489,1025424,199.931,3,2020-03-24T00:00:00.000,192.73
All Campuses,, , ,2020,3,25, ,510437.47,96795.66,120843.76,188.4,617.83,145839,36459834,13933,121426,30348702,11601,15776,3942982,1507,283041,70751518,1015767,224.614,4,2020-03-25T00:00:00.000,188.4
All Campuses,, , ,2020,3,26, ,494126.83,102264.78,105297.34,197.17,575.16,141179,35294788,13488,105804,26444374,10109,16510,4126366,1577,263493,65865528,889831,212.786,5,2020-03-26T00:00:00.000,197.17
All Campuses,, , ,2020,3,27, ,479831.95,122291.63,84783.85,235.12,528.19,137095,34273725,13098,85192,21292617,8139,19687,4920599,1881,241974,60486940,724355,194.148,6,2020-03-27T00:00:00.000,235.12
All Campuses,, , ,2020,3,28, ,470601.81,137669.84,88519.26,223.59,528.52,134458,33614428,12846,88945,22230726,8498,18722,4679363,1789,242125,60524517,753351,180.769,7,2020-03-28T00:00:00.000,223.59
All Campuses,, , ,2020,3,29, ,460046.37,136555.97,102631.1,202.59,549.05,131442,32860468,12558,103125,25774776,9853,16963,4239793,1621,251531,62875036,865230,175.66,1,2020-03-29T00:00:00.000,202.59
All Campuses,, , ,2020,3,30, ,501269.94,137037.14,112761.38,200.36,596.57,143220,35805010,13683,113304,28318892,10825,16777,4193129,1603,273301,68317031,950229,197.787,2,2020-03-30T00:00:00.000,200.36
All Campuses,, , ,2020,3,31, ,513444.41,89511.15,118597.88,182.3,613.66,146698,36674615,14015,119169,29784671,11385,15265,3815186,1458,281132,70274472,998088,230.198,3,2020-03-31T00:00:00.000,182.3
All Campuses,, , ,2020,4,1, ,521126.49,117443.76,131717.88,169.25,644.84,148893,37223336,14225,132352,33079627,12645,14172,3542071,1354,295417,73845034,1103783,219.2,4,2020-04-01T00:00:00.000,169.25
All Campuses,, , ,2020,4,2, ,527058.15,135813.79,130119.49,174.56,646.01,150588,37647026,14387,130746,32678209,12491,14617,3653218,1396,295951,73978453,1091566,212.449,5,2020-04-02T00:00:00.000,174.56
All Campuses,, , ,2020,4,3, ,523012.48,135323.22,130459.25,171.28,643.63,149432,37358049,14277,131087,32763536,12524,14342,3584535,1370,294861,73706120,1093896,210.526,6,2020-04-03T00:00:00.000,171.28
All Campuses,, , ,2020,4,4, ,522283.46,136427.45,125714.24,169.66,632.47,149224,37305977,14257,126320,31571874,12069,14206,3550634,1357,289750,72428484,1055866,209.513,7,2020-04-04T00:00:00.000,169.66
All Campuses,, , ,2020,4,5, ,504438.92,135235.07,124034.92,172.96,618.26,144125,36031366,13770,124632,31150129,11907,14482,3619710,1384,283240,70801205,1040718,200.487,1,2020-04-05T00:00:00.000,172.96
All Campuses,, , ,2020,4,6, ,508027.33,137723.56,127613.55,179.6,629.56,145151,36287681,13868,128228,32048866,12251,15039,3758785,1437,288418,72095332,1069692,201.072,2,2020-04-06T00:00:00.000,179.6
All Campuses,, , ,2020,4,7, ,527735.63,134508.65,129255.47,173.75,644.39,150782,37695417,14406,129878,32461220,12409,14549,3636379,1390,295209,73793016,1084719,213.522,3,2020-04-07T00:00:00.000,173.75
All Campuses,, , ,2020,4,8, ,531852.71,104188.84,123720.18,165.46,633.3,151958,37989495,14518,124316,31071087,11877,13855,3462777,1324,290128,72523358,1040831,231.994,4,2020-04-08T00:00:00.000,165.46
All Campuses,, , ,2020,4,9, ,504334.42,135914.98,101080.93,183.45,569.77,144096,36023902,13767,101568,25385466,9704,15361,3839338,1468,261024,65248706,857078,200.055,5,2020-04-09T00:00:00.000,183.45
All Campuses,, , ,2020,4,10, ,497599.88,125555.81,106902.73,181.81,578.04,142171,35542863,13583,107417,26847551,10263,15224,3804957,1454,264813,66195371,903006,202.023,6,2020-04-10T00:00:00.000,181.81
All Campuses,, , ,2020,4,11, ,467941.16,87092.49,90438.55,171.27,521.51,133697,33424382,12773,90874,22712737,8682,14341,3584427,1370,238913,59721546,768444,206.81,7,2020-04-11T00:00:00.000,171.27
All Campuses,, , ,2020,4,12, ,458296.67,130007.34,96065.21,171.27,527.83,130942,32735489,12510,96528,24125817,9222,14341,3584345,1370,241811,60445651,812532,178.278,1,2020-04-12T00:00:00.000,171.27
All Campuses,, , ,2020,4,13, ,479489.01,106292.54,111273.11,165.52,573.35,136997,34249229,13089,111809,27945128,10682,13859,3463990,1324,262665,65658347,936228,202.654,2,2020-04-13T00:00:00.000,165.52
All Campuses,, , ,2020,4,14, ,484239.59,141679.02,115149.81,184.94,588.36,138354,34588556,13218,115704,28918722,11054,15486,3870403,1479,269544,67377681,967700,186.007,3,2020-04-14T00:00:00.000,184.94
All Campuses,, , ,2020,4,15, ,491475.3,140762.5,118947.29,191.19,602.35,140422,35105393,13416,119520,29872421,11419,16009,4001249,1529,275951,68979063,998775,190.429,4,2020-04-15T00:00:00.000,191.19
All Campuses,, , ,2020,4,16, ,488343.1,141388.59,121977.48,185.66,606.03,139527,34881664,13330,122565,30633425,11710,15546,3885562,1485,277638,69400651,1022715,188.408,5,2020-04-16T00:00:00.000,185.66
All Campuses,, , ,2020,4,17, ,498963.42,129086.74,125061.67,179.89,618.36,142561,35640259,13620,125664,31407987,12006,15063,3764774,1439,283288,70813019,1048407,200.845,6,2020-04-17T00:00:00.000,179.89
All Campuses,, , ,2020,4,18, ,458029.4,124937.2,106152.94,170.65,549.68,130866,32716399,12503,106664,26659250,10191,14290,3571509,1365,251819,62947158,893208,180.868,7,2020-04-18T00:00:00.000,170.65
All Campuses,, , ,2020,4,19, ,466398.66,136272.86,114488.34,155.45,570.4,133257,33314204,12731,115040,28752602,10991,13017,3253341,1244,261313,65320147,960692,179.257,1,2020-04-19T00:00:00.000,155.45
All Campuses,, , ,2020,4,20, ,495596.79,135578.35,132694.18,154.77,628.41,141599,35399785,13528,133333,33324816,12739,12959,3239022,1238,287892,71963623,1109142,195.478,2,2020-04-20T00:00:00.000,154.77
All Campuses,, , ,2020,4,21, ,484482.05,134382.64,129966.19,149.46,614.52,138423,34605874,13225,130592,32639709,12477,12515,3127854,1196,281530,70373438,1086250,190.109,3,2020-04-21T00:00:00.000,149.46
All Campuses,, , ,2020,4,22, ,495483.75,131204.72,133750.57,143.5,628.6,141567,35391710,13525,134395,33590118,12840,12016,3003141,1148,287977,71984969,1117581,197.833,4,2020-04-22T00:00:00.000,143.5
All Campuses,, , ,2020,4,23, ,521123.27,130012.03,155212.37,144.01,691.75,148892,37223105,14225,155960,38980036,14900,12059,3013896,1152,316911,79217037,1291736,212.376,5,2020-04-23T00:00:00.000,144.01
All Campuses,, , ,2020,4,24, ,538819.35,126129.95,171059.58,139.81,736.77,153948,38487112,14708,171883,42959904,16422,11707,2926010,1118,337539,84373026,1420212,224.095,6,2020-04-24T00:00:00.000,139.81
All Campuses,, , ,2020,4,25, ,555334.8,133831.73,169718.75,137.97,743.8,158667,39666787,15159,170536,42623167,16293,11553,2887450,1104,340756,85177404,1411070,228.877,7,2020-04-25T00:00:00.000,137.97
All Campuses,, , ,2020,4,26, ,540539.13,122952.04,175161.95,132.72,745.55,154440,38609954,14755,176005,43990173,16816,11113,2777572,1062,341558,85377699,1453195,226.759,1,2020-04-26T00:00:00.000,132.72
All Campuses,, , ,2020,4,27, ,544404.61,117151.64,190919.23,134.42,782.82,155544,38886059,14861,191839,47947456,18328,11256,2813188,1075,358638,89646704,1579624,232,2,2020-04-27T00:00:00.000,134.42
All Campuses,, , ,2020,4,28, ,555909.15,131966.34,186207.3,137.81,780.29,158831,39707812,15175,187104,46764101,17876,11540,2884182,1102,357475,89356095,1543033,230.213,3,2020-04-28T00:00:00.000,137.81
All Campuses,, , ,2020,4,29, ,568466.08,129106.02,191135.69,131.96,797.86,162419,40604736,15517,192056,48001818,18349,11049,2761675,1056,365524,91368229,1583665,238.581,4,2020-04-29T00:00:00.000,131.96
All Campuses,, , ,2020,4,30, ,569253.5,92053.16,191559.61,132.41,799.36,162644,40660980,15539,192482,48108281,18390,11088,2771225,1059,366214,91540486,1587132,259.127,5,2020-04-30T00:00:00.000,132.41
All Campuses,, , ,2020,5,1, ,557429.73,132770.81,188224.09,139.26,785.92,159266,39816425,15216,189130,47270598,18070,11661,2914536,1114,360057,90001559,1559314,230.529,6,2020-05-01T00:00:00.000,139.26
All Campuses,, , ,2020,5,2, ,561172.9,134778.92,179646.83,140.65,769.7,160335,40083794,15318,180512,45116504,17246,11777,2943574,1125,352624,88143872,1491055,231.527,7,2020-05-02T00:00:00.000,140.65
All Campuses,, , ,2020,5,3, ,534833.73,136457.41,173940.25,140.26,740.69,152810,38202425,14599,174778,43683354,16698,11745,2935453,1122,339332,84821233,1442874,216.315,1,2020-05-03T00:00:00.000,140.26
All Campuses,, , ,2020,5,4, ,555191.33,137637.03,185091.13,141.17,778.01,158626,39656540,15155,185982,46483787,17769,11821,2954560,1129,356430,89094887,1534035,226.748,2,2020-05-04T00:00:00.000,141.17
All Campuses,, , ,2020,5,5, ,576694.82,130980.03,196912,141.63,817.42,164770,41192504,15742,197860,49452479,18904,11860,2964138,1133,374490,93609120,1630666,242.028,3,2020-05-05T00:00:00.000,141.63
